DEP,DEPNOMBRE,MUN,MUNNOMBRE,total_votos_v1,pct_gomez_v1,pct_fico_v1,pct_petro_v1,pct_ingrid_v1,pct_johnmilton_v1,pct_luisperez_v1,pct_rodolfo_v1,pct_fajardo_v1,ganador_v1,pct_petro_v2,pct_rodolfo_v2,gano_petro,margen_victoria,total_votos_v2,cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
23,NARIÑO,77,LA LLANADA,2396,0.17,11.77,68.53,0.04,2.17,0.04,11.44,1.54,petro,79.78,16.72,1,63.06,2888,23077,,,,,,,,,,,
23,NARIÑO,78,LA TOLA,1943,0.72,10.76,74.47,0.1,2.26,0.05,7.21,1.34,petro,85.93,11.94,1,73.99,2345,23078,,,,,,,,,,,
23,NARIÑO,79,LA UNION,12528,0.34,19.62,51.87,0.07,1.08,0.02,20.35,1.68,petro,62.9,32.12,1,30.78,14727,23079,Buenavista,76.33,33.85,6.91,72.55,63.28,22.97,49.14,27.58,58.0,22400.0
23,NARIÑO,80,LEIVA,5561,0.34,4.55,85.6,0.04,0.56,,5.59,0.85,petro,89.83,7.7,1,82.13,6482,23080,,,,,,,,,,,
23,NARIÑO,82,LINARES,4733,0.23,10.16,78.41,0.02,1.08,0.02,5.75,1.35,petro,85.53,12.47,1,73.06,5909,23082,,,,,,,,,,,
23,NARIÑO,85,LOS ANDES (SOTOMAYOR),4585,0.24,7.72,77.51,0.15,0.89,,8.59,1.44,petro,85.6,10.92,1,74.68,5520,23085,,,,,,,,,,,
23,NARIÑO,88,MAGUI (PAYAN),2843,0.32,2.95,90.89,0.35,0.56,0.07,2.04,0.98,petro,95.76,2.66,1,93.1,3492,23088,,,,,,,,,,,
23,NARIÑO,91,MALLAMA (PIEDRANCHA),3437,0.15,5.7,83.53,0.17,0.2,,6.84,0.93,petro,89.39,8.11,1,81.28,4252,23091,,,,,,,,,,,
23,NARIÑO,94,MOSQUERA,2877,0.1,3.37,89.99,0.03,0.66,,2.82,0.94,petro,94.54,4.01,1,90.53,3318,23094,,,,,,,,,,,
23,NARIÑO,95,OLAYA HERRERA,6603,0.83,6.32,79.36,0.24,2.06,0.12,4.26,1.74,petro,88.57,7.96,1,80.61,7778,23095,,,,,,,,,,,
23,NARIÑO,96,NARIÑO,3062,0.16,14.01,65.45,0.07,0.42,,13.16,2.81,petro,78.0,18.09,1,59.91,3478,23096,,,,,,,,,,,
23,NARIÑO,97,OSPINA,2816,0.5,17.05,53.37,0.21,0.14,0.07,20.24,2.13,petro,69.31,26.17,1,43.14,3512,23097,,,,,,,,,,,
23,NARIÑO,98,POLICARPA,6072,0.21,2.37,88.69,0.18,0.4,0.02,4.45,0.76,petro,93.92,3.95,1,89.97,8310,23098,,,,,,,,,,,
23,NARIÑO,100,POTOSI,4631,0.22,11.47,58.82,0.09,0.39,0.06,23.82,2.16,petro,74.31,22.76,1,51.55,6235,23100,,,,,,,,,,,
23,NARIÑO,101,PROVIDENCIA,2938,0.27,8.17,85.47,0.07,0.27,0.03,3.3,0.71,petro,93.54,5.63,1,87.91,3482,23101,,,,,,,,,,,
23,NARIÑO,103,PUERRES,4836,0.06,12.61,72.54,0.08,0.1,,10.32,1.61,petro,81.47,16.56,1,64.91,5435,23103,,,,,,,,,,,
23,NARIÑO,106,PUPIALES,8629,0.21,9.6,55.64,0.15,0.15,0.03,27.33,2.24,petro,68.64,27.13,1,41.51,10315,23106,,,,,,,,,,,
23,NARIÑO,109,RICAURTE,6277,0.46,6.29,83.81,0.25,0.37,0.05,5.05,0.92,petro,91.71,6.61,1,85.1,9631,23109,,,,,,,,,,,
23,NARIÑO,112,ROBERTO PAYAN (SAN JOSE),3922,0.33,3.26,90.9,0.1,0.31,0.05,2.17,1.02,petro,95.35,3.57,1,91.78,4963,23112,,,,,,,,,,,
23,NARIÑO,115,SAMANIEGO,12768,0.04,5.78,85.69,0.04,1.07,0.01,4.03,1.0,petro,91.17,6.96,1,84.21,16009,23115,,,,,,,,,,,
23,NARIÑO,118,SANDONA,9232,0.1,14.85,67.02,0.09,0.5,0.02,11.15,2.57,petro,79.34,17.2,1,62.14,11382,23118,,,,,,,,,,,
23,NARIÑO,120,SAN BERNARDO,3904,0.18,20.85,52.48,,0.33,0.03,21.21,1.43,petro,61.11,34.66,1,26.45,4518,23120,,,,,,,,,,,
23,NARIÑO,121,SAN LORENZO,7477,0.83,18.5,61.01,0.09,0.52,0.04,11.8,2.17,petro,73.81,21.59,1,52.22,8985,23121,,,,,,,,,,,
23,NARIÑO,123,SAN PEDRO DE CARTAGO,2938,0.14,16.61,43.77,0.07,0.58,0.03,32.16,2.18,petro,52.12,41.95,1,10.17,3588,23123,,,,,,,,,,,
23,NARIÑO,124,SAN PABLO,6769,0.06,7.18,84.4,0.01,0.68,,4.48,0.9,petro,89.1,8.89,1,80.21,8267,23124,,,,,,,,,,,
23,NARIÑO,125,SANTA BARBARA (ISCUANDE),2079,1.06,6.73,80.9,0.19,1.39,0.05,5.63,1.35,petro,89.07,9.42,1,79.65,2929,23125,,,,,,,,,,,
23,NARIÑO,127,SANTACRUZ (GUACHAVES),3998,0.35,5.0,86.09,0.08,0.4,0.1,5.03,0.78,petro,91.87,6.62,1,85.25,5032,23127,,,,,,,,,,,
23,NARIÑO,130,SAPUYES,3079,0.1,17.96,65.25,0.03,0.13,,9.97,3.18,petro,77.01,20.01,1,57.0,3923,23130,,,,,,,,,,,
23,NARIÑO,133,TAMINANGO,7953,0.06,8.1,86.36,0.01,0.06,,2.87,0.67,petro,89.77,8.64,1,81.13,9661,23133,,,,,,,,,,,
23,NARIÑO,136,TANGUA,4936,0.24,14.51,67.46,0.06,0.57,0.06,11.69,1.64,petro,82.26,15.62,1,66.64,6208,23136,,,,,,,,,,,
23,NARIÑO,139,TUMACO,49264,0.46,21.82,58.58,0.21,1.95,0.12,9.04,2.61,petro,72.24,23.42,1,48.82,56828,23139,,,,,,,,,,,
23,NARIÑO,142,TUQUERRES,19597,0.18,12.16,73.64,0.06,0.23,0.03,8.41,1.47,petro,84.99,12.22,1,72.77,23450,23142,,,,,,,,,,,
23,NARIÑO,145,YACUANQUER,5572,0.31,14.48,70.75,0.13,0.23,0.04,8.56,1.58,petro,81.99,14.56,1,67.43,6252,23145,,,,,,,,,,,
24,RISARALDA,1,PEREIRA,250743,0.2,25.57,35.48,0.09,1.09,0.06,28.29,5.44,petro,45.32,50.01,0,-4.69,251696,24001,,,,,,,,,,,
24,RISARALDA,8,APIA,5634,0.23,25.22,21.09,0.18,0.82,0.04,43.89,3.39,rodolfo,29.74,64.59,0,-34.85,5871,24008,,,,,,,,,,,
24,RISARALDA,13,BALBOA,2782,0.22,18.48,25.81,0.11,0.93,0.04,47.52,2.37,rodolfo,32.54,63.05,0,-30.51,2904,24013,,,,,,,,,,,
24,RISARALDA,21,BELEN DE UMBRIA,11595,0.23,22.29,20.35,0.21,0.27,0.05,48.54,2.92,rodolfo,29.91,64.52,0,-34.61,11910,24021,,,,,,,,,,,
24,RISARALDA,25,DOSQUEBRADAS,102611,0.2,21.51,37.21,0.1,1.33,0.07,30.72,4.7,petro,48.37,46.59,1,1.78,102907,24025,,,,,,,,,,,
24,RISARALDA,29,GUATICA,5752,0.19,28.96,20.81,0.1,0.38,0.03,42.65,2.49,rodolfo,29.9,64.86,0,-34.96,6181,24029,,,,,,,,,,,
24,RISARALDA,38,LA CELIA,3553,0.2,22.57,19.93,0.11,0.53,0.08,51.34,1.97,rodolfo,27.11,69.08,0,-41.97,3810,24038,,,,,,,,,,,
24,RISARALDA,46,LA VIRGINIA,17447,0.15,18.69,37.26,0.09,0.72,0.05,35.07,2.32,petro,49.62,44.67,1,4.95,17658,24046,,,,,,,,,,,
24,RISARALDA,54,MARSELLA,7896,0.13,32.0,29.84,0.06,0.91,0.05,29.8,2.68,fico,37.13,57.92,0,-20.79,8385,24054,,,,,,,,,,,
24,RISARALDA,62,MISTRATO,5868,0.36,11.38,43.22,0.19,0.22,0.1,38.72,1.62,petro,52.52,43.07,1,9.45,6786,24062,,,,,,,,,,,
24,RISARALDA,70,PUEBLO RICO,4416,0.27,16.12,56.11,0.2,0.59,0.11,20.29,2.24,petro,68.08,27.85,1,40.23,5792,24070,,,,,,,,,,,
24,RISARALDA,78,QUINCHIA,11657,0.34,18.23,39.04,0.17,0.77,0.09,28.9,4.77,petro,53.83,38.94,1,14.89,12075,24078,,,,,,,,,,,
24,RISARALDA,86,SANTA ROSA DE CABAL,38641,0.27,23.85,30.58,0.1,0.99,0.06,35.11,4.51,rodolfo,40.76,53.94,0,-13.18,39188,24086,,,,,,,,,,,
24,RISARALDA,94,SANTUARIO,5602,0.41,28.44,18.51,0.18,0.64,0.07,43.75,3.3,rodolfo,27.92,66.6,0,-38.68,5805,24094,,,,,,,,,,,
25,NORTE DE SAN,1,CUCUTA,341043,0.15,29.41,13.58,0.05,1.96,0.03,49.85,2.95,rodolfo,17.91,79.99,0,-62.08,356947,25001,Agua de Dios,95.23,80.09,6.91,69.98,15.52,7.8,12.57,6.66,17.9,11098.0
25,NORTE DE SAN,4,ABREGO,12808,0.34,11.59,12.62,0.02,0.48,0.01,72.66,0.9,rodolfo,17.08,81.62,0,-64.54,14217,25004,,,,,,,,,,,
25,NORTE DE SAN,7,ARBOLEDAS,4420,0.11,29.68,6.72,0.02,0.18,0.05,60.79,1.09,rodolfo,8.27,90.1,0,-81.83,4766,25007,,,,,,,,,,,
25,NORTE DE SAN,10,BOCHALEMA,4772,0.1,29.59,8.78,0.02,1.32,,56.75,1.87,rodolfo,11.71,86.95,0,-75.24,4903,25010,,,,,,,,,,,
25,NORTE DE SAN,13,BUCARASICA,2164,,39.28,4.62,0.05,0.05,0.05,52.03,1.94,rodolfo,6.77,91.41,0,-84.64,2421,25013,,,,,,,,,,,
25,NORTE DE SAN,16,CACOTA,1574,,10.61,9.21,,0.51,,76.62,1.78,rodolfo,11.88,86.25,0,-74.37,1666,25016,,,,,,,,,,,
25,NORTE DE SAN,19,CACHIRA,4463,0.07,27.99,4.64,0.02,0.16,,65.34,0.81,rodolfo,6.25,92.55,0,-86.3,4607,25019,Albán,82.42,26.85,6.91,69.56,56.37,14.54,10.84,7.19,25.8,7243.0
25,NORTE DE SAN,22,CONVENCION,6265,0.34,10.36,33.55,0.02,0.29,0.02,51.91,1.34,rodolfo,43.83,53.19,0,-9.36,7294,25022,,,,,,,,,,,
25,NORTE DE SAN,25,CUCUTILLA,3940,0.3,41.12,5.69,0.13,0.58,0.05,48.02,1.8,rodolfo,8.41,89.34,0,-80.93,4173,25025,,,,,,,,,,,
25,NORTE DE SAN,28,CHINACOTA,9348,0.18,28.74,12.82,0.03,1.58,0.02,53.2,1.51,rodolfo,16.58,81.42,0,-64.84,9311,25028,,,,,,,,,,,
25,NORTE DE SAN,31,CHITAGA,5110,0.33,9.04,6.79,0.06,0.76,,79.02,2.07,rodolfo,9.43,88.78,0,-79.35,5491,25031,,,,,,,,,,,
25,NORTE DE SAN,34,DURANIA,2843,0.04,35.21,7.35,0.04,0.49,,53.01,2.0,rodolfo,10.57,87.54,0,-76.97,2970,25034,,,,,,,,,,,
25,NORTE DE SAN,36,EL TARRA,6719,0.45,2.68,69.04,0.03,0.34,0.04,24.04,0.88,petro,80.27,16.8,1,63.47,8243,25036,,,,,,,,,,,
25,NORTE DE SAN,37,EL CARMEN,4517,0.22,19.64,22.29,0.04,0.62,0.02,54.0,1.68,rodolfo,26.3,72.08,0,-45.78,5022,25037,,,,,,,,,,,
25,NORTE DE SAN,38,EL ZULIA,12653,0.13,22.23,10.2,0.06,1.32,0.02,62.63,1.53,rodolfo,12.44,85.8,0,-73.36,13742,25038,,,,,,,,,,,
25,NORTE DE SAN,40,GRAMALOTE,3459,0.29,51.34,6.5,0.06,0.09,0.06,38.88,1.65,fico,9.19,89.82,0,-80.63,3537,25040,Anolaima,86.76,43.66,6.91,67.23,52.79,12.79,11.38,6.6,22.7,14501.0
25,NORTE DE SAN,43,HACARI,3218,0.31,4.51,68.4,0.03,0.34,0.03,23.31,0.84,petro,77.86,20.33,1,57.53,4102,25043,,,,,,,,,,,
25,NORTE DE SAN,46,HERRAN,2167,0.32,31.8,3.6,0.09,0.32,0.09,60.82,1.66,rodolfo,5.27,93.9,0,-88.63,2067,25046,,,,,,,,,,,
25,NORTE DE SAN,49,LABATECA,2828,0.21,19.66,7.18,0.07,0.07,0.07,70.62,1.13,rodolfo,8.45,90.35,0,-81.9,3089,25049,,,,,,,,,,,
25,NORTE DE SAN,51,LA ESPERANZA,5233,0.34,6.38,10.78,,0.36,,80.28,0.82,rodolfo,14.42,84.41,0,-69.99,5451,25051,,,,,,,,,,,
25,NORTE DE SAN,52,LA PLAYA,2915,0.14,8.99,17.6,0.1,0.21,0.1,70.12,0.89,rodolfo,25.02,73.17,0,-48.15,3325,25052,,,,,,,,,,,
25,NORTE DE SAN,54,LOS PATIOS,43660,0.07,25.27,13.17,0.03,1.87,0.03,55.13,2.71,rodolfo,17.75,80.22,0,-62.47,45168,25054,,,,,,,,,,,
25,NORTE DE SAN,55,LOURDES,2240,0.04,49.96,4.2,,0.09,,42.99,1.21,fico,5.94,92.57,0,-86.63,2341,25055,,,,,,,,,,,
25,NORTE DE SAN,58,MUTISCUA,1997,0.15,8.56,4.36,,0.3,0.05,83.83,1.35,rodolfo,5.81,92.83,0,-87.02,2204,25058,,,,,,,,,,,
25,NORTE DE SAN,61,OCAÑA,50098,0.16,13.28,21.46,0.03,0.57,0.02,61.27,1.5,rodolfo,27.73,69.84,0,-42.11,52678,25061,,,,,,,,,,,
25,NORTE DE SAN,64,PAMPLONA,28150,0.13,14.3,25.49,0.05,1.43,0.01,53.0,2.64,rodolfo,32.32,64.13,0,-31.81,28554,25064,,,,,,,,,,,
25,NORTE DE SAN,67,PAMPLONITA,2933,0.27,20.73,6.21,0.1,0.65,,68.63,1.4,rodolfo,8.73,89.02,0,-80.29,3106,25067,,,,,,,,,,,
25,NORTE DE SAN,69,PUERTO SANTANDER,4787,0.13,25.88,8.9,0.04,1.34,0.04,60.83,1.32,rodolfo,13.56,84.97,0,-71.41,5155,25069,,,,,,,,,,,
25,NORTE DE SAN,70,RAGONVALIA,3382,0.21,32.67,5.32,,0.86,,57.81,1.06,rodolfo,5.79,92.85,0,-87.06,3159,25070,,,,,,,,,,,
25,NORTE DE SAN,73,SALAZAR,5030,0.16,26.68,6.38,0.02,3.68,0.06,60.3,1.15,rodolfo,8.66,90.13,0,-81.47,5358,25073,,,,,,,,,,,
25,NORTE DE SAN,76,SAN CALIXTO,3644,0.05,2.09,83.97,,0.19,,11.86,0.25,petro,90.56,7.74,1,82.82,4458,25076,,,,,,,,,,,
25,NORTE DE SAN,79,SAN CAYETANO,4188,0.1,23.11,9.67,0.02,1.46,0.05,63.06,1.05,rodolfo,13.11,85.54,0,-72.43,4446,25079,,,,,,,,,,,
25,NORTE DE SAN,82,SANTIAGO,1919,0.05,42.21,10.42,,0.16,,44.03,1.88,rodolfo,13.8,84.47,0,-70.67,2015,25082,,,,,,,,,,,
25,NORTE DE SAN,85,SARDINATA,9452,0.23,31.02,7.72,0.06,0.26,0.02,57.37,1.4,rodolfo,9.94,88.43,0,-78.49,10378,25085,,,,,,,,,,,
25,NORTE DE SAN,88,SILOS,2925,0.21,5.64,2.74,0.07,1.61,,87.93,0.55,rodolfo,3.45,95.39,0,-91.94,3187,25088,,,,,,,,,,,
25,NORTE DE SAN,91,TEORAMA,5286,0.09,3.59,73.04,0.06,0.11,,20.0,0.64,petro,85.85,12.49,1,73.36,6495,25091,,,,,,,,,,,
25,NORTE DE SAN,93,TIBU,18680,0.44,7.33,30.87,0.14,0.34,0.05,56.08,1.38,rodolfo,41.33,56.27,0,-14.94,20309,25093,,,,,,,,,,,
25,NORTE DE SAN,94,TOLEDO,7414,0.19,17.72,7.76,0.11,0.4,0.04,70.04,1.82,rodolfo,10.43,87.61,0,-77.18,7654,25094,,,,,,,,,,,
25,NORTE DE SAN,97,VILLA CARO,2217,0.18,58.32,6.27,0.09,0.14,,32.12,0.99,fico,8.92,89.22,0,-80.3,2422,25097,,,,,,,,,,,
25,NORTE DE SAN,100,VILLA DEL ROSARIO,45689,0.14,26.11,9.05,0.05,1.64,0.02,59.58,1.94,rodolfo,12.37,86.02,0,-73.65,45458,25100,,,,,,,,,,,
26,QUINDIO,1,ARMENIA,156570,0.21,30.63,31.85,0.07,1.16,0.05,26.4,5.74,petro,41.6,53.61,0,-12.01,157139,26001,,,,,,,,,,,
26,QUINDIO,5,BUENAVISTA,1514,0.33,36.46,28.93,0.07,0.4,,27.41,3.57,fico,36.59,59.73,0,-23.14,1547,26005,,,,,,,,,,,
26,QUINDIO,10,CALARCA,35991,0.21,27.8,28.75,0.1,0.77,0.06,33.72,4.06,rodolfo,38.83,55.7,0,-16.87,36515,26010,,,,,,,,,,,
26,QUINDIO,20,CIRCASIA,14395,0.17,31.4,27.86,0.09,0.72,0.03,30.71,4.78,fico,37.71,56.99,0,-19.28,14613,26020,,,,,,,,,,,
26,QUINDIO,25,CORDOBA,2855,0.25,19.68,31.8,0.07,0.95,0.04,41.02,2.56,rodolfo,41.75,53.55,0,-11.8,2975,26025,,,,,,,,,,,
26,QUINDIO,30,FILANDIA,5744,0.26,37.5,23.42,0.21,0.97,0.07,26.32,5.81,fico,32.22,62.09,0,-29.87,5835,26030,,,,,,,,,,,
26,QUINDIO,40,GENOVA,3813,0.1,32.34,25.62,0.05,2.2,0.03,32.28,3.57,fico,32.77,63.35,0,-30.58,4065,26040,,,,,,,,,,,
26,QUINDIO,50,LA TEBAIDA,16407,0.18,23.19,32.79,0.11,1.59,0.08,32.43,3.71,petro,45.22,48.36,0,-3.14,16757,26050,,,,,,,,,,,
26,QUINDIO,60,MONTENEGRO,17860,0.23,29.5,25.93,0.16,0.78,0.07,33.85,3.61,rodolfo,36.69,56.75,0,-20.06,18435,26060,,,,,,,,,,,
26,QUINDIO,70,PIJAO,2965,0.27,28.84,24.76,0.03,0.78,,36.86,3.54,rodolfo,33.28,62.16,0,-28.88,3116,26070,,,,,,,,,,,
26,QUINDIO,80,QUIMBAYA,15756,0.34,26.85,31.49,0.11,0.58,0.03,31.77,3.88,rodolfo,42.62,51.56,0,-8.94,16121,26080,,,,,,,,,,,
26,QUINDIO,90,SALENTO,3561,0.31,35.36,26.37,0.08,0.53,0.03,30.44,3.51,fico,33.38,61.75,0,-28.37,3637,26090,,,,,,,,,,,
27,SANTANDER,1,BUCARAMANGA,342459,0.13,11.46,20.07,0.02,1.15,0.01,64.3,1.8,rodolfo,25.06,73.38,0,-48.32,344047,27001,Quibdó,25.21,17.81,17.58,76.99,16.51,133.92,64.17,73.72,44.4,159063.0
27,SANTANDER,4,AGUADA,863,0.35,12.75,7.65,,0.23,,77.4,0.81,rodolfo,10.26,88.14,0,-77.88,936,27004,,,,,,,,,,,
27,SANTANDER,7,ALBANIA,1894,0.11,8.98,15.31,0.05,0.21,0.11,73.18,1.06,rodolfo,19.73,78.61,0,-58.88,2048,27007,,,,,,,,,,,
27,SANTANDER,10,ARATOCA,4492,0.09,8.79,9.95,,0.13,,79.41,0.53,rodolfo,11.65,86.81,0,-75.16,4799,27010,,,,,,,,,,,
27,SANTANDER,13,BARBOSA,17074,0.05,7.7,24.33,0.02,0.91,0.01,64.79,0.86,rodolfo,31.16,67.14,0,-35.98,17180,27013,,,,,,,,,,,
27,SANTANDER,16,BARICHARA,4858,0.14,10.15,16.2,0.04,0.43,,69.86,2.08,rodolfo,19.86,78.58,0,-58.72,5150,27016,,,,,,,,,,,
27,SANTANDER,19,BARRANCABERMEJA,116777,0.12,6.6,49.07,0.04,2.03,0.04,38.71,1.11,petro,58.9,38.18,1,20.72,120129,27019,,,,,,,,,,,
27,SANTANDER,22,BETULIA,2651,0.08,3.96,9.73,0.08,0.34,0.04,83.7,0.79,rodolfo,12.89,86.02,0,-73.13,2762,27022,,,,,,,,,,,
27,SANTANDER,25,BOLIVAR,4349,0.09,7.47,21.8,,1.22,0.02,67.19,0.8,rodolfo,25.79,72.21,0,-46.42,4789,27025,Alto Baudó,20.27,14.02,6.91,47.51,90.43,10.43,82.39,45.03,90.6,31433.0
27,SANTANDER,28,CABRERA,1116,0.27,10.13,5.02,0.18,0.18,,82.8,0.36,rodolfo,6.26,92.8,0,-86.54,1278,27028,,,,,,,,,,,
27,SANTANDER,31,CALIFORNIA,1093,0.09,13.27,7.41,0.09,0.18,0.09,76.12,0.64,rodolfo,10.27,87.95,0,-77.68,1129,27031,,,,,,,,,,,
27,SANTANDER,34,CAPITANEJO,2962,0.14,14.69,9.15,0.03,0.14,0.07,73.16,1.32,rodolfo,12.06,86.45,0,-74.39,3143,27034,,,,,,,,,,,
27,SANTANDER,37,CARCASI,2167,0.14,7.89,6.6,0.05,0.18,0.09,83.66,0.37,rodolfo,8.51,89.99,0,-81.48,2267,27037,,,,,,,,,,,
27,SANTANDER,40,CEPITA,1400,0.07,12.36,9.86,,0.14,,76.36,0.43,rodolfo,11.47,87.56,0,-76.09,1447,27040,,,,,,,,,,,
27,SANTANDER,43,CERRITO,3317,0.24,4.52,9.38,0.03,0.24,0.03,83.42,0.57,rodolfo,11.75,86.06,0,-74.31,3371,27043,,,,,,,,,,,
27,SANTANDER,45,CIMITARRA,14652,0.1,12.5,20.63,0.08,1.94,0.05,61.64,0.87,rodolfo,26.3,71.02,0,-44.72,15269,27045,,,,,,,,,,,
27,SANTANDER,46,CONCEPCION,3085,0.06,6.52,12.51,0.03,0.16,,78.9,0.45,rodolfo,15.46,83.02,0,-67.56,3298,27046,,,,,,,,,,,
27,SANTANDER,49,CONFINES,1838,0.11,6.09,5.77,0.11,0.22,,85.85,0.65,rodolfo,6.94,91.99,0,-85.05,1973,27049,,,,,,,,,,,
27,SANTANDER,52,CONTRATACION,1944,0.1,13.32,13.58,,0.57,0.05,69.96,0.46,rodolfo,16.22,82.05,0,-65.83,2078,27052,,,,,,,,,,,
27,SANTANDER,55,COROMORO,2943,0.27,2.58,7.48,0.03,0.2,,87.84,0.31,rodolfo,9.28,89.88,0,-80.6,3103,27055,,,,,,,,,,,
27,SANTANDER,58,CURITI,7050,0.13,6.87,13.69,0.01,0.28,0.03,77.15,0.71,rodolfo,16.94,81.84,0,-64.9,7309,27058,,,,,,,,,,,
27,SANTANDER,61,CHARALA,6204,0.29,5.67,15.78,0.03,1.31,,74.95,0.84,rodolfo,18.98,79.65,0,-60.67,6461,27061,,,,,,,,,,,
27,SANTANDER,64,CHARTA,2121,0.24,23.43,7.36,,0.09,,67.23,0.75,rodolfo,8.85,90.61,0,-81.76,2248,27064,,,,,,,,,,,
27,SANTANDER,67,CHIMA,1591,,5.09,6.03,0.13,0.06,,87.24,0.31,rodolfo,8.37,90.58,0,-82.21,1720,27067,,,,,,,,,,,
27,SANTANDER,70,CHIPATA,2296,0.04,4.88,18.73,,0.61,0.04,73.61,0.65,rodolfo,21.39,76.38,0,-54.99,2684,27070,,,,,,,,,,,
27,SANTANDER,71,EL CARMEN,7309,0.26,10.53,5.29,0.03,1.29,0.03,80.91,0.36,rodolfo,6.4,92.38,0,-85.98,7661,27071,,,,,,,,,,,
27,SANTANDER,73,EL GUACAMAYO,945,0.63,8.47,4.97,,,,84.55,0.63,rodolfo,5.62,92.97,0,-87.35,1067,27073,Bagadó,28.95,21.22,6.91,63.89,84.87,8.74,76.6,51.24,81.0,16554.0
27,SANTANDER,74,EL PLAYON,6963,0.2,8.03,10.01,0.07,0.52,0.06,79.12,0.4,rodolfo,12.18,86.26,0,-74.08,7265,27074,,,,,,,,,,,
27,SANTANDER,75,EL PEÑON,2020,0.1,5.74,11.83,,0.94,,79.31,0.94,rodolfo,14.09,84.43,0,-70.34,2306,27075,Bahía Solano,82.15,53.28,6.91,69.54,40.76,47.88,28.12,22.1,46.6,11656.0
27,SANTANDER,76,ENCINO,1387,0.36,5.41,4.9,0.07,0.07,0.07,87.6,0.58,rodolfo,6.15,93.51,0,-87.36,1511,27076,,,,,,,,,,,
27,SANTANDER,79,ENCISO,2046,0.15,6.7,10.46,0.05,0.24,,80.4,0.88,rodolfo,12.35,86.82,0,-74.47,2170,27079,,,,,,,,,,,
27,SANTANDER,80,FLORIAN,2976,0.13,4.54,20.6,0.07,0.44,,72.72,0.64,rodolfo,24.86,74.57,0,-49.71,3311,27080,,,,,,,,,,,
27,SANTANDER,82,FLORIDABLANCA,151849,0.17,9.97,19.54,0.02,0.86,0.01,67.02,1.42,rodolfo,24.7,73.76,0,-49.06,152299,27082,,,,,,,,,,,
27,SANTANDER,85,GALAN,1672,0.42,22.67,8.97,,0.12,,64.77,1.26,rodolfo,10.17,88.64,0,-78.47,1770,27085,,,,,,,,,,,
27,SANTANDER,88,GAMBITA,2085,0.19,9.78,7.53,,0.14,,79.62,0.82,rodolfo,9.28,89.92,0,-80.64,2253,27088,,,,,,,,,,,
27,SANTANDER,91,GIRON,84428,0.12,6.46,18.0,0.01,0.85,0.01,72.73,0.7,rodolfo,23.08,75.34,0,-52.26,85378,27091,,,,,,,,,,,
27,SANTANDER,94,GUACA,3081,0.03,9.02,7.01,0.06,0.39,,82.38,0.26,rodolfo,7.87,91.04,0,-83.17,3495,27094,,,,,,,,,,,
27,SANTANDER,97,GUADALUPE,2897,0.14,15.53,7.56,,0.66,0.03,74.49,0.45,rodolfo,9.3,89.89,0,-80.59,3076,27097,,,,,,,,,,,
27,SANTANDER,100,GUAPOTA,1318,0.08,6.9,4.17,,0.53,,86.65,0.76,rodolfo,5.95,93.12,0,-87.17,1396,27100,,,,,,,,,,,
27,SANTANDER,103,GUAVATA,2738,0.04,6.36,22.97,0.04,0.4,,68.15,0.88,rodolfo,29.22,68.97,0,-39.75,2871,27103,,,,,,,,,,,
27,SANTANDER,106,GUEPSA,2515,0.08,3.66,22.58,,0.16,0.04,71.81,0.4,rodolfo,26.85,71.23,0,-44.38,2659,27106,,,,,,,,,,,
27,SANTANDER,109,HATO,1317,0.3,4.78,11.62,,0.38,0.08,79.5,1.14,rodolfo,13.18,85.43,0,-72.25,1373,27109,,,,,,,,,,,
27,SANTANDER,112,JESUS MARIA,1989,0.05,8.09,24.94,,0.05,,65.31,0.5,rodolfo,27.48,71.03,0,-43.55,2078,27112,,,,,,,,,,,
27,SANTANDER,115,JORDAN,818,0.12,13.2,6.48,0.12,0.12,,78.36,0.86,rodolfo,7.95,91.39,0,-83.44,918,27115,,,,,,,,,,,
27,SANTANDER,118,LA PAZ,2252,0.04,7.5,8.3,,0.13,,82.24,0.58,rodolfo,9.66,89.21,0,-79.55,2475,27118,,,,,,,,,,,
27,SANTANDER,119,LA BELLEZA,3262,0.15,9.17,10.61,,0.49,,78.02,0.52,rodolfo,14.11,84.43,0,-70.32,3692,27119,,,,,,,,,,,
27,SANTANDER,120,LANDAZURI,5303,0.25,4.56,16.97,0.06,1.68,0.04,74.2,0.53,rodolfo,20.91,77.29,0,-56.38,5730,27120,,,,,,,,,,,
27,SANTANDER,121,LEBRIJA,22964,0.17,6.1,10.0,0.01,0.71,0.01,81.61,0.39,rodolfo,13.23,85.43,0,-72.2,23400,27121,,,,,,,,,,,
27,SANTANDER,124,LOS SANTOS,7010,0.1,7.59,9.06,,0.13,0.03,81.34,0.81,rodolfo,11.12,87.67,0,-76.55,7381,27124,,,,,,,,,,,
27,SANTANDER,127,MACARAVITA,1251,0.16,7.75,7.19,,,,83.85,0.32,rodolfo,9.32,89.7,0,-80.38,1330,27127,,,,,,,,,,,
