MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,pct_cepeda_v1,pct_oposicion_v1,pct_cepeda_v2_pred,pct_oposicion_v2_pred,gana_cepeda_pred,margen_pred,ganador_pred,zona_riesgo,quintil_ipm
AGUACHICA,CESAR,20011.0,37.0,13.39,39.06,91.13,80.08,15.8,38.51,72.41,170469.0,39.913662471791014,60.086337528208986,46.464911932751185,53.535088067248815,0,-7.07,Oposición,Moderado (5-15%),Medio
AGUSTIN CODAZZI,CESAR,20013.0,44.5,22.31,25.38,79.42,71.85,27.27,33.62,71.7,68954.0,41.64471420043836,58.35528579956164,48.01167961027234,51.98832038972766,0,-3.98,Oposición,Reñido (<5%),Alto
ASTREA,CESAR,20032.0,52.8,47.3,13.75,74.22,58.01,36.65,36.22,60.03,21316.0,45.10359133180689,54.89640866819311,50.77263217129918,49.22736782870082,0,1.55,Oposición,Reñido (<5%),Alto
BECERRIL,CESAR,20045.0,48.6,26.06,20.71,80.0,62.08,25.98,66.99,67.9,34847.0,42.476062116749986,57.523937883250014,48.59473460010912,51.40526539989088,0,-2.81,Oposición,Reñido (<5%),Alto
BOSCONIA,CESAR,20060.0,43.8,6.7,49.02,85.88,78.11,30.72,44.52,72.23,59481.0,39.974782865677504,60.025217134322496,46.578962107987536,53.421037892012464,0,-6.84,Oposición,Moderado (5-15%),Medio
CURUMANI,CESAR,20228.0,45.8,30.02,29.21,83.02,73.46,26.97,31.74,71.12,54299.0,42.573921752698915,57.426078247301085,48.85790842306149,51.14209157693851,0,-2.28,Oposición,Reñido (<5%),Alto
CHIMICHAGUA,CESAR,20175.0,52.5,61.06,2.67,74.07,39.0,30.1,29.06,70.78,36405.0,46.47528015987443,53.52471984012557,52.72985051743066,47.27014948256934,1,5.46,Cepeda,Moderado (5-15%),Alto
CHIRIGUANA,CESAR,20178.0,41.3,41.27,58.66,83.05,70.28,28.52,20.55,70.57,37590.0,43.229891103384354,56.770108896615646,49.63857910378633,50.36142089621367,0,-0.72,Oposición,Reñido (<5%),Medio
EL COPEY,CESAR,20238.0,48.2,25.24,67.12,87.89,73.52,24.65,35.07,72.64,38876.0,42.34859934904255,57.65140065095745,48.66700546496756,51.33299453503244,0,-2.67,Oposición,Reñido (<5%),Alto
EL PASO,CESAR,20250.0,40.7,82.93,59.07,86.41,72.77,30.83,20.65,72.81,52948.0,47.416567728591595,52.583432271408405,53.74933099859196,46.25066900140804,1,7.5,Cepeda,Moderado (5-15%),Medio
GAMARRA,CESAR,20295.0,48.6,35.1,18.26,90.21,46.69,24.26,20.33,65.77,14403.0,43.39879356515256,56.60120643484744,49.80389935794511,50.19610064205489,0,-0.39,Oposición,Reñido (<5%),Alto
GONZALEZ,CESAR,20310.0,56.6,69.85,84.55,56.38,32.08,13.16,24.55,54.87,5377.0,47.821071273083064,52.178928726916936,52.42541616078551,47.57458383921449,1,4.85,Cepeda,Reñido (<5%),Muy alto
LA GLORIA,CESAR,20383.0,44.4,65.62,10.47,82.72,58.02,20.42,26.16,72.62,20527.0,46.05451432457764,53.94548567542236,52.32489764523378,47.67510235476622,1,4.65,Cepeda,Reñido (<5%),Medio
LA JAGUA DE IBIRICO,CESAR,20400.0,32.6,23.11,20.84,85.75,78.69,16.89,34.73,69.49,70435.0,40.424402485312775,59.575597514687225,46.89312593603877,53.10687406396123,0,-6.21,Oposición,Moderado (5-15%),Bajo
MANAURE BALCON DEL CESAR (MANA,CESAR,20443.0,41.2,17.42,36.17,82.53,59.03,23.98,51.06,62.29,13544.0,40.78453148474524,59.21546851525476,47.00811956151797,52.99188043848203,0,-5.98,Oposición,Moderado (5-15%),Medio
PAILITAS,CESAR,20517.0,46.1,25.67,24.5,76.51,69.58,22.03,36.69,63.06,22491.0,42.16273103629821,57.83726896370179,47.90064671614514,52.09935328385486,0,-4.2,Oposición,Reñido (<5%),Alto
PELAYA,CESAR,20550.0,51.0,31.27,25.99,80.07,67.35,24.77,31.3,70.25,28268.0,43.27043962122876,56.72956037877124,49.3140922066682,50.6859077933318,0,-1.37,Oposición,Reñido (<5%),Alto
PUEBLO BELLO,CESAR,20570.0,74.9,68.86,6.56,43.0,35.04,26.48,86.42,61.27,42771.0,49.72220811464288,50.27779188535712,53.980579319788845,46.019420680211155,1,7.96,Cepeda,Moderado (5-15%),Muy alto
RIO DE ORO,CESAR,20614.0,48.3,53.27,10.85,65.87,53.71,13.78,28.13,73.8,21949.0,45.22062019050498,54.77937980949502,51.0747597660479,48.9252402339521,1,2.15,Cepeda,Reñido (<5%),Alto
SAN ALBERTO,CESAR,20710.0,31.9,19.79,23.75,87.81,79.21,10.43,25.3,73.79,38598.0,40.00893680330276,59.99106319669724,46.63552857843569,53.36447142156431,0,-6.73,Oposición,Moderado (5-15%),Bajo
LA PAZ,CESAR,20621.0,41.7,29.89,26.1,70.61,67.44,24.71,37.73,68.25,39122.0,42.112074703999824,57.887925296000176,48.19150943004208,51.80849056995792,0,-3.62,Oposición,Reñido (<5%),Medio
SAN DIEGO,CESAR,20750.0,40.7,46.28,23.59,79.7,65.87,16.75,28.46,62.05,31003.0,43.675626624171876,56.324373375828124,49.42441534097668,50.57558465902332,0,-1.15,Oposición,Reñido (<5%),Medio
SAN MARTIN,CESAR,20770.0,41.7,44.93,16.78,84.99,72.04,19.86,28.6,78.53,43513.0,43.64723852966074,56.35276147033926,50.24933915099067,49.75066084900933,1,0.5,Cepeda,Reñido (<5%),Medio
TAMALAMEQUE,CESAR,20787.0,47.5,60.61,29.82,77.19,50.68,30.0,22.45,70.84,16058.0,45.882301779720095,54.117698220279905,52.18984609983158,47.81015390016842,1,4.38,Cepeda,Reñido (<5%),Alto
MONTERIA,CORDOBA,23001.0,27.1,21.76,21.64,88.43,67.77,12.55,45.93,74.05,725608.0,39.684854653383695,60.315145346616305,46.58591717007543,53.41408282992457,0,-6.83,Oposición,Moderado (5-15%),Muy bajo
AYAPEL,CORDOBA,23068.0,62.4,41.17,4.17,24.41,24.6,35.43,67.52,72.7,50952.0,45.52821781394573,54.47178218605427,50.95887830217669,49.04112169782331,1,1.92,Cepeda,Reñido (<5%),Muy alto
BUENAVISTA,CORDOBA,15109.0,44.9,73.82,0.0,50.8,17.42,5.69,16.37,61.21,4026.0,46.94620983535004,53.05379016464996,52.25887372601887,47.74112627398113,1,4.52,Cepeda,Reñido (<5%),Alto
CANALETE,CORDOBA,23090.0,68.2,75.11,6.48,46.36,20.14,40.52,87.54,63.59,17335.0,49.627116932127976,50.372883067872024,54.786789037359355,45.213210962640645,1,9.57,Cepeda,Moderado (5-15%),Muy alto
CERETE,CORDOBA,23162.0,34.4,44.19,39.08,87.08,30.02,21.92,28.58,72.89,145960.0,42.773018113416676,57.226981886583324,50.04096417005517,49.95903582994483,1,0.08,Cepeda,Reñido (<5%),Bajo
CIENAGA DE ORO,CORDOBA,23189.0,52.3,63.36,29.3,66.44,26.04,28.65,42.06,76.17,63054.0,46.68816406641572,53.31183593358428,53.16147690525659,46.83852309474341,1,6.32,Cepeda,Moderado (5-15%),Alto
COTORRA (BONGO),CORDOBA,23300.0,39.7,68.71,10.08,85.08,2.89,31.58,19.7,49.01,25421.0,45.85569380411733,54.14430619588267,52.25133271786095,47.74866728213905,0,4.5,Oposición,Reñido (<5%),Medio
CHIMA,CORDOBA,23168.0,57.8,80.91,49.52,31.13,20.4,45.31,34.95,64.34,21382.0,49.081279316942336,50.918720683057664,54.41364620477732,45.58635379522268,1,8.83,Cepeda,Moderado (5-15%),Muy alto
CHINU,CORDOBA,23182.0,45.3,57.59,36.42,87.17,48.29,22.64,27.04,72.31,56235.0,45.333343931015015,54.666656068984985,51.86634082122173,48.13365917877827,1,3.73,Cepeda,Reñido (<5%),Alto
LA APARTADA (FRONTERA),CORDOBA,23350.0,52.6,23.98,38.85,61.83,51.94,31.77,24.57,71.55,18385.0,42.701388987455054,57.298611012544946,48.81662755846375,51.18337244153625,1,-2.37,Cepeda,Reñido (<5%),Alto
LORICA,CORDOBA,23417.0,41.1,51.31,20.48,69.37,33.71,27.47,38.79,70.09,118644.0,44.232812776588915,55.767187223411085,50.80603069592211,49.19396930407789,1,1.61,Cepeda,Reñido (<5%),Medio
LOS CORDOBAS,CORDOBA,23419.0,60.5,80.54,5.1,26.25,13.94,51.38,76.33,66.54,17570.0,49.33891746768245,50.66108253231755,54.811843357194164,45.188156642805836,1,9.62,Cepeda,Moderado (5-15%),Muy alto
MOMIL,CORDOBA,23464.0,42.1,39.63,24.48,75.42,43.87,31.35,15.85,68.3,25403.0,43.15002027256467,56.84997972743533,49.77102237358483,50.22897762641517,0,-0.46,Oposición,Reñido (<5%),Medio
MONTELIBANO,CORDOBA,23466.0,41.1,25.71,28.67,63.06,61.98,15.77,65.05,59.78,92015.0,41.61976796695331,58.38023203304669,47.03633438009169,52.96366561990831,0,-5.93,Oposición,Moderado (5-15%),Medio
MOÑITOS,CORDOBA,23500.0,65.4,78.57,3.22,51.15,4.71,43.73,75.65,69.43,35967.0,49.67394053663871,50.32605946336129,55.596939086775514,44.403060913224486,1,11.19,Cepeda,Moderado (5-15%),Muy alto
PLANETA RICA,CORDOBA,23555.0,43.0,36.18,39.55,64.36,60.74,23.46,52.42,71.53,62797.0,42.896339926975905,57.103660073024095,48.962495853707054,51.037504146292946,1,-2.08,Cepeda,Reñido (<5%),Medio
PUEBLO NUEVO,CORDOBA,23570.0,52.9,72.04,16.2,85.62,29.27,26.89,50.02,69.44,38820.0,47.639795086406,52.360204913594,54.013211773551376,45.986788226448624,1,8.03,Cepeda,Moderado (5-15%),Alto
PUERTO LIBERTADOR,CORDOBA,23580.0,58.9,69.13,18.09,48.02,18.12,25.21,70.44,72.2,50302.0,47.999220525667646,52.000779474332354,53.66815872513354,46.33184127486646,1,7.34,Cepeda,Moderado (5-15%),Muy alto
PUERTO ESCONDIDO,CORDOBA,23574.0,67.9,83.24,4.04,28.48,1.78,42.88,81.23,65.53,23548.0,50.42414004620144,49.57585995379856,55.6072773829666,44.3927226170334,1,11.21,Cepeda,Moderado (5-15%),Muy alto
PURISIMA,CORDOBA,23586.0,53.1,57.99,28.01,56.93,36.5,28.84,42.89,65.78,21619.0,46.2275644410671,53.7724355589329,51.873978849134915,48.126021150865085,1,3.75,Cepeda,Reñido (<5%),Alto
SAHAGUN,CORDOBA,23660.0,40.4,50.99,26.81,74.28,51.76,22.9,27.41,83.01,131939.0,44.12356328320808,55.87643671679192,51.07909099491238,48.92090900508762,1,2.16,Cepeda,Reñido (<5%),Medio
SAN ANDRES DE SOTAVENTO,CORDOBA,68669.0,42.4,54.31,11.42,66.47,40.37,6.72,17.01,63.81,7163.0,44.681260912701674,55.318739087298326,50.32208583739076,49.67791416260924,1,0.64,Cepeda,Reñido (<5%),Medio
SAN ANTERO,CORDOBA,23672.0,46.0,52.68,36.55,71.4,45.08,30.95,27.7,75.01,46360.0,44.90875653555233,55.09124346444767,51.49538946448765,48.50461053551235,1,2.99,Cepeda,Reñido (<5%),Alto
SAN BERNARDO DEL VIENTO,CORDOBA,23675.0,57.0,77.26,7.97,58.61,4.8,28.63,46.92,68.13,46981.0,48.621188935145916,51.378811064854084,54.62437060940063,45.37562939059937,1,9.25,Cepeda,Moderado (5-15%),Muy alto
SAN CARLOS,CORDOBA,23678.0,58.0,83.63,32.4,38.16,0.63,24.04,41.52,61.98,29420.0,49.380797166040516,50.619202833959484,54.54970069020073,45.45029930979927,1,9.1,Cepeda,Moderado (5-15%),Muy alto
SAN JOSE DE URE,CORDOBA,23682.0,61.3,62.22,7.13,39.79,29.97,42.0,60.66,63.6,17834.0,47.55648462808456,52.44351537191544,52.82624135712283,47.17375864287717,1,5.65,Cepeda,Moderado (5-15%),Muy alto
SAN PELAYO,CORDOBA,23686.0,45.8,83.24,18.59,43.25,8.07,21.27,40.65,74.07,64344.0,48.00619693898043,51.99380306101957,54.12140775863357,45.87859224136643,1,8.24,Cepeda,Moderado (5-15%),Alto
TIERRALTA,CORDOBA,23807.0,63.8,54.13,24.84,42.04,22.13,38.9,71.62,67.09,110032.0,47.00424461534454,52.99575538465546,52.46359512093956,47.53640487906044,1,4.93,Cepeda,Reñido (<5%),Muy alto
TUCHIN,CORDOBA,23815.0,78.0,85.94,5.38,41.04,11.89,51.43,82.94,64.11,72229.0,51.80476743872481,48.19523256127519,56.828497292429795,43.171502707570205,1,13.66,Cepeda,Moderado (5-15%),Muy alto
VALENCIA,CORDOBA,23855.0,53.1,53.93,21.69,55.26,35.57,32.47,76.91,65.66,33984.0,45.81315186578895,54.18684813421105,51.50885846454534,48.49114153545466,1,3.02,Cepeda,Reñido (<5%),Alto
AGUA DE DIOS,CUNDINAMARCA,25001.0,17.9,15.52,7.8,95.23,80.09,6.66,12.57,69.98,11098.0,38.041360429612695,61.958639570387305,45.08404905694402,54.91595094305598,0,-9.83,Oposición,Moderado (5-15%),Muy bajo
ALBAN,CUNDINAMARCA,25019.0,25.8,56.37,14.54,82.42,26.85,7.19,10.84,69.56,7243.0,43.075336802051986,56.924663197948014,50.09042430337293,49.90957569662707,1,0.18,Cepeda,Reñido (<5%),Muy bajo
ANAPOIMA,CUNDINAMARCA,25035.0,22.6,46.91,17.41,85.38,52.82,6.59,13.32,79.96,21720.0,41.75962567805096,58.24037432194904,49.102824672449486,50.897175327550514,1,-1.79,Cepeda,Reñido (<5%),Muy bajo
ANOLAIMA,CUNDINAMARCA,25040.0,22.7,52.79,12.79,86.76,43.66,6.6,11.38,67.23,14501.0,42.370750326801335,57.629249673198665,49.2293516767837,50.7706483232163,0,-1.54,Oposición,Reñido (<5%),Muy bajo
ARBELAEZ,CUNDINAMARCA,25053.0,20.0,45.82,9.12,88.2,42.25,10.57,9.68,67.89,9065.0,41.363903234548516,58.636096765451484,48.53788539976585,51.46211460023415,0,-2.92,Oposición,Reñido (<5%),Muy bajo
BELTRAN,CUNDINAMARCA,25086.0,38.3,66.56,51.02,78.94,74.88,10.42,9.46,64.49,1501.0,45.4830660024123,54.5169339975877,51.00811680137995,48.99188319862005,0,2.02,Oposición,Reñido (<5%),Medio
BITUIMA,CUNDINAMARCA,25095.0,29.3,65.48,0.0,71.75,25.9,4.85,10.7,62.7,2054.0,44.388145461157876,55.611854538842124,50.65228221504678,49.34771778495322,1,1.3,Cepeda,Reñido (<5%),Bajo
BOJACA,CUNDINAMARCA,25099.0,16.8,11.02,8.4,93.68,81.87,4.55,8.49,73.46,12845.0,37.461686037259746,62.538313962740254,44.64035621711787,55.35964378288213,0,-10.72,Oposición,Moderado (5-15%),Muy bajo
CABRERA,CUNDINAMARCA,25120.0,39.5,64.76,19.76,36.78,27.68,7.87,10.9,65.97,4685.0,45.430627317681186,54.569372682318814,50.824644967703634,49.175355032296366,1,1.65,Cepeda,Reñido (<5%),Medio
CACHIPAY,CUNDINAMARCA,25123.0,20.6,47.87,26.14,90.66,40.36,8.12,9.92,70.02,9823.0,41.638796477668315,58.361203522331685,48.88935981855518,51.11064018144482,0,-2.22,Oposición,Reñido (<5%),Muy bajo
CAJICA,CUNDINAMARCA,25126.0,6.8,33.67,3.01,99.65,98.22,3.11,3.22,85.3,168664.0,38.67952635769009,61.32047364230991,46.45361779205274,53.54638220794726,0,-7.09,Oposición,Moderado (5-15%),Muy bajo
CAPARRAPI,CUNDINAMARCA,25148.0,41.2,58.71,7.18,52.3,28.18,19.67,32.54,66.65,7379.0,44.999086960911406,55.000913039088594,50.957012505620376,49.042987494379624,1,1.91,Cepeda,Reñido (<5%),Medio
CAQUEZA,CUNDINAMARCA,25151.0,21.7,38.15,10.39,56.22,48.45,7.28,7.61,71.46,18497.0,40.76700613591898,59.23299386408102,47.300804477392404,52.699195522607596,0,-5.4,Oposición,Moderado (5-15%),Muy bajo
CARMEN DE CARUPA,CUNDINAMARCA,25154.0,31.2,52.77,23.49,83.16,28.77,9.41,13.8,65.88,7142.0,43.29868700370574,56.70131299629426,49.99763540338123,50.00236459661877,0,-0.0,Oposición,Reñido (<5%),Bajo
COGUA,CUNDINAMARCA,25200.0,12.6,47.05,3.82,94.16,68.28,2.64,4.11,78.01,30867.0,40.67982386313374,59.32017613686626,48.154845485179415,51.845154514820585,0,-3.69,Oposición,Reñido (<5%),Muy bajo
COTA,CUNDINAMARCA,25214.0,9.0,36.59,10.4,96.8,86.16,4.04,3.97,86.81,62577.0,39.21827700010753,60.78172299989247,47.12003821904594,52.87996178095406,0,-5.76,Oposición,Moderado (5-15%),Muy bajo
CUCUNUBA,CUNDINAMARCA,25224.0,25.0,68.95,22.59,84.74,19.14,9.13,11.85,77.6,8480.0,44.27187600073939,55.72812399926061,51.81184703541413,48.18815296458587,1,3.62,Cepeda,Reñido (<5%),Muy bajo
CHAGUANI,CUNDINAMARCA,25168.0,58.7,64.96,21.37,43.68,25.28,8.3,17.18,64.53,4241.0,47.5516981853987,52.4483018146013,52.38321168668709,47.61678831331291,1,4.77,Cepeda,Reñido (<5%),Muy alto
CHIA,CUNDINAMARCA,25175.0,6.7,18.18,4.36,99.25,92.96,2.75,3.67,79.36,239430.0,37.087489184697596,62.912510815302404,44.734782286924045,55.265217713075955,0,-10.53,Oposición,Moderado (5-15%),Muy bajo
CHIPAQUE,CUNDINAMARCA,25178.0,31.1,54.02,18.54,57.2,31.17,4.63,11.39,74.13,9954.0,43.41533616326402,56.58466383673598,49.85236346147051,50.14763653852949,1,-0.3,Cepeda,Reñido (<5%),Bajo
CHOACHI,CUNDINAMARCA,25181.0,22.5,44.34,8.34,85.23,41.91,4.04,10.42,76.54,10565.0,41.48635955742144,58.51364044257856,48.801876034236514,51.198123965763486,1,-2.4,Cepeda,Reñido (<5%),Muy bajo
CHOCONTA,CUNDINAMARCA,25183.0,27.5,30.68,4.32,86.98,53.14,4.34,11.3,72.48,23116.0,40.639101130389896,59.360898869610104,47.55331134914604,52.44668865085396,0,-4.89,Oposición,Reñido (<5%),Bajo
EL COLEGIO,CUNDINAMARCA,25245.0,18.3,40.03,10.69,93.98,49.55,4.55,8.3,73.42,31890.0,40.58691036686183,59.41308963313817,47.99726460528145,52.00273539471855,0,-4.01,Oposición,Reñido (<5%),Muy bajo
EL PEÑON,CUNDINAMARCA,13268.0,67.7,66.49,0.0,54.73,2.8,27.19,58.65,47.96,6529.0,48.692551154947495,51.307448845052505,53.347397878802376,46.652602121197624,1,6.69,Cepeda,Moderado (5-15%),Muy alto
EL ROSAL,CUNDINAMARCA,25260.0,12.8,5.36,3.76,96.3,90.82,7.49,5.22,77.91,33291.0,36.44632139989141,63.55367860010859,44.004548249563065,55.995451750436935,0,-11.99,Oposición,Moderado (5-15%),Muy bajo
FACATATIVA,CUNDINAMARCA,25269.0,10.5,4.02,14.94,97.67,94.67,3.48,8.61,76.25,210682.0,36.05790369778147,63.94209630221853,43.46847762892946,56.53152237107054,0,-13.06,Oposición,Moderado (5-15%),Muy bajo
FOMEQUE,CUNDINAMARCA,25279.0,27.4,38.39,7.28,83.86,43.04,2.36,9.19,67.35,11744.0,41.41513581612967,58.58486418387033,48.07957180366455,51.92042819633545,0,-3.84,Oposición,Reñido (<5%),Bajo
FOSCA,CUNDINAMARCA,25281.0,45.2,59.42,0.0,34.16,25.3,6.06,15.52,62.15,4327.0,45.50919488704161,54.49080511295839,50.51287746025672,49.48712253974328,1,1.03,Cepeda,Reñido (<5%),Alto
FUNZA,CUNDINAMARCA,25286.0,7.8,1.95,8.87,99.39,98.46,3.16,6.52,86.18,194980.0,35.55120971362296,64.44879028637703,43.52809126674869,56.47190873325131,0,-12.94,Oposición,Moderado (5-15%),Muy bajo
FUQUENE,CUNDINAMARCA,25288.0,23.6,82.53,0.0,85.59,16.76,3.59,8.8,71.79,4075.0,45.50484174807999,54.49515825192001,52.67596258011267,47.32403741988733,1,5.35,Cepeda,Moderado (5-15%),Muy bajo
FUSAGASUGA,CUNDINAMARCA,25290.0,12.2,9.41,6.65,97.12,85.68,4.09,7.81,77.43,206124.0,36.7940677403176,63.2059322596824,44.31050680753343,55.68949319246657,0,-11.38,Oposición,Moderado (5-15%),Muy bajo
GACHALA,CUNDINAMARCA,25293.0,51.5,48.33,0.0,44.42,35.46,4.72,24.23,66.18,4229.0,45.06649360908598,54.93350639091402,50.13600854217123,49.86399145782877,1,0.27,Cepeda,Reñido (<5%),Alto
GACHANCIPA,CUNDINAMARCA,25295.0,11.1,19.13,24.06,97.02,85.13,3.99,5.94,76.44,26936.0,37.665858082066926,62.334141917933074,45.124337710222335,54.875662289777665,0,-9.75,Oposición,Moderado (5-15%),Muy bajo
GACHETA,CUNDINAMARCA,25297.0,43.2,41.76,21.84,54.46,39.93,4.19,23.53,63.71,8096.0,43.48778387590057,56.51221612409943,48.875918085888785,51.124081914111215,1,-2.25,Cepeda,Reñido (<5%),Medio
GAMA,CUNDINAMARCA,25299.0,42.9,58.94,0.0,22.53,22.44,5.28,9.0,60.31,2930.0,45.20855915900536,54.79144084099464,50.006639552296505,49.993360447703495,1,0.01,Cepeda,Reñido (<5%),Medio
GIRARDOT,CUNDINAMARCA,25307.0,13.4,2.38,40.77,98.75,95.01,6.65,18.89,77.0,103607.0,36.20779216674296,63.79220783325704,43.63363659221416,56.36636340778584,0,-12.73,Oposición,Moderado (5-15%),Muy bajo
GUACHETA,CUNDINAMARCA,25317.0,25.7,38.78,7.02,90.37,46.28,10.55,12.86,71.73,17375.0,41.26894829701908,58.73105170298092,48.457594447001654,51.542405552998346,0,-3.08,Oposición,Reñido (<5%),Muy bajo
GUADUAS,CUNDINAMARCA,25320.0,27.2,41.67,2.81,67.79,65.53,5.29,13.58,75.1,27516.0,41.728050344289834,58.271949655710166,48.15458569211585,51.84541430788415,0,-3.69,Oposición,Reñido (<5%),Muy bajo
GUASCA,CUNDINAMARCA,25322.0,15.5,41.85,11.36,91.18,49.51,2.99,5.88,78.93,22544.0,40.466335788255286,59.533664211744714,48.140457902171306,51.859542097828694,0,-3.72,Oposición,Reñido (<5%),Muy bajo
GUATAQUI,CUNDINAMARCA,25324.0,32.9,42.97,36.08,79.79,60.18,14.54,4.35,60.03,3551.0,42.48437641114949,57.51562358885051,48.486464749067636,51.513535250932364,0,-3.03,Oposición,Reñido (<5%),Bajo
GUATAVITA,CUNDINAMARCA,25326.0,33.1,47.07,13.69,81.84,38.3,1.9,11.18,70.41,5653.0,42.92475370701709,57.07524629298291,49.49281132431312,50.50718867568688,1,-1.01,Cepeda,Reñido (<5%),Bajo
GUAYABAL DE SIQUIMA,CUNDINAMARCA,25328.0,29.4,59.81,0.0,80.17,28.81,3.25,13.17,66.69,6180.0,43.82033778368594,56.17966221631406,50.39842646783746,49.60157353216254,1,0.8,Cepeda,Reñido (<5%),Bajo
GUAYABETAL,CUNDINAMARCA,25335.0,29.6,50.78,44.48,38.38,38.32,5.69,11.55,81.76,7397.0,42.92050889398653,57.07949110601347,49.31686990465274,50.68313009534726,1,-1.37,Cepeda,Reñido (<5%),Bajo
GUTIERREZ,CUNDINAMARCA,25339.0,37.6,53.72,26.14,47.03,31.44,8.27,11.18,61.02,3198.0,44.09587428181905,55.90412571818095,49.54516954040405,50.45483045959595,1,-0.91,Cepeda,Reñido (<5%),Medio
GRANADA,CUNDINAMARCA,25312.0,19.9,56.32,11.76,86.4,43.36,7.61,4.03,71.5,7580.0,42.42471897571342,57.57528102428658,49.59115832928915,50.40884167071085,0,-0.82,Oposición,Reñido (<5%),Muy bajo
JERUSALEN,CUNDINAMARCA,25368.0,34.9,52.67,40.27,45.04,27.35,14.59,12.95,62.52,1593.0,43.69329380179446,56.30670619820554,49.46154461010182,50.53845538989818,1,-1.08,Cepeda,Reñido (<5%),Bajo
JUNIN,CUNDINAMARCA,25372.0,57.8,69.27,0.0,49.86,19.55,6.22,17.49,61.74,2779.0,47.89316050506115,52.10683949493885,52.773998277715634,47.226001722284366,1,5.55,Cepeda,Moderado (5-15%),Muy alto
LA CALERA,CUNDINAMARCA,25377.0,9.8,54.41,2.83,89.04,59.94,1.78,4.22,74.72,56594.0,41.124728512862404,58.875271487137596,48.48858082113851,51.51141917886149,0,-3.02,Oposición,Reñido (<5%),Muy bajo
LA MESA,CUNDINAMARCA,25386.0,18.3,31.3,7.74,88.88,58.74,3.38,15.77,77.55,46678.0,39.69582125795094,60.30417874204906,47.092018551037256,52.907981448962744,0,-5.82,Oposición,Moderado (5-15%),Muy bajo
LA PALMA,CUNDINAMARCA,25394.0,39.4,39.57,9.8,46.98,43.34,9.21,29.98,65.13,9158.0,42.84849113478771,57.15150886521229,48.36458584518626,51.63541415481374,1,-3.27,Cepeda,Reñido (<5%),Medio
LA PEÑA,CUNDINAMARCA,25398.0,50.3,64.64,16.41,24.05,15.33,12.63,33.33,62.69,5470.0,46.59999792615353,53.40000207384647,51.473979026897965,48.526020973102035,1,2.95,Cepeda,Reñido (<5%),Alto
LA VEGA,CUNDINAMARCA,19397.0,56.7,97.58,7.99,39.65,18.85,23.94,15.13,60.84,22888.0,50.66247049568258,49.33752950431742,55.53312491961693,44.46687508038307,1,11.07,Cepeda,Moderado (5-15%),Muy alto
LENGUAZAQUE,CUNDINAMARCA,25407.0,29.1,54.65,8.64,72.51,32.37,4.49,12.33,68.09,10438.0,43.260823182132164,56.739176817867836,49.765430571131276,50.234569428868724,1,-0.47,Cepeda,Reñido (<5%),Bajo
MACHETA,CUNDINAMARCA,25426.0,38.2,55.16,15.32,65.4,25.95,10.69,12.84,68.7,5751.0,44.30850356658425,55.69149643341575,50.60627777224672,49.39372222775328,1,1.21,Cepeda,Reñido (<5%),Medio
MADRID,CUNDINAMARCA,25430.0,10.4,2.7,11.73,99.13,95.43,3.24,6.68,80.32,182904.0,35.91222765574743,64.08777234425257,43.55254831785565,56.44745168214435,0,-12.89,Oposición,Moderado (5-15%),Muy bajo
MANTA,CUNDINAMARCA,25436.0,35.5,55.7,0.0,74.06,24.37,4.98,8.04,61.28,2458.0,44.06821766653312,55.93178233346688,50.18956363474875,49.81043636525125,0,0.38,Oposición,Reñido (<5%),Bajo
MEDINA,CUNDINAMARCA,25438.0,38.5,34.37,34.07,56.25,54.05,7.75,34.92,66.91,8423.0,42.21924813649568,57.78075186350432,47.85595549006717,52.14404450993283,1,-4.29,Cepeda,Reñido (<5%),Medio
MOSQUERA,CUNDINAMARCA,25473.0,9.6,1.0,4.95,98.61,98.67,3.36,5.95,81.69,258239.0,35.65117779655998,64.34882220344002,43.33624682303461,56.66375317696539,0,-13.33,Oposición,Moderado (5-15%),Muy bajo
NARIÑO,CUNDINAMARCA,25483.0,27.8,21.01,75.7,76.47,69.15,8.23,14.34,64.42,2484.0,39.684887039486796,60.315112960513204,45.842053755295,54.157946244705,0,-8.32,Oposición,Moderado (5-15%),Bajo
NEMOCON,CUNDINAMARCA,25486.0,14.2,35.46,12.83,97.63,74.55,3.57,5.48,67.61,17644.0,39.67186335899156,60.32813664100844,46.658892649358506,53.341107350641494,0,-6.68,Oposición,Moderado (5-15%),Muy bajo
NILO,CUNDINAMARCA,25488.0,22.1,60.25,7.99,77.55,52.78,5.28,9.6,79.82,10520.0,43.06656240163601,56.93343759836399,50.158613875978425,49.841386124021575,1,0.32,Cepeda,Reñido (<5%),Muy bajo
NIMAIMA,CUNDINAMARCA,25489.0,30.2,62.25,25.56,69.78,33.92,3.9,15.1,64.96,3319.0,44.156920969401924,55.843079030598076,50.31420731806419,49.68579268193581,1,0.63,Cepeda,Reñido (<5%),Bajo
NOCAIMA,CUNDINAMARCA,25491.0,26.2,52.28,14.21,59.72,36.88,7.17,12.45,64.75,3843.0,42.701625741036345,57.298374258963655,48.894008102789186,51.105991897210814,1,-2.21,Cepeda,Reñido (<5%),Muy bajo
