MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,pct_cepeda_v1,pct_oposicion_v1,pct_cepeda_v2_pred,pct_oposicion_v2_pred,gana_cepeda_pred,margen_pred,ganador_pred,zona_riesgo,quintil_ipm
SURATA,SANTANDER,68780.0,44.2,68.16,0.0,39.4,30.81,15.74,18.64,61.8,4696.0,46.291895526209274,53.708104473790726,51.48579800651025,48.51420199348975,1,2.97,Cepeda,Reñido (<5%),Medio
TONA,SANTANDER,68820.0,45.8,85.74,0.0,40.66,25.75,7.62,14.04,58.04,8820.0,48.26137709617141,51.73862290382859,53.02641428388571,46.97358571611429,1,6.05,Cepeda,Moderado (5-15%),Alto
VALLE DE SAN JOSE,SANTANDER,68855.0,36.6,50.89,0.0,61.71,41.93,5.95,10.84,67.03,8086.0,43.697601153506874,56.302398846493126,49.59882196212537,50.40117803787463,1,-0.8,Cepeda,Reñido (<5%),Medio
VETAS,SANTANDER,68867.0,31.9,58.39,0.0,63.64,37.29,10.59,7.4,57.96,1781.0,43.948918430331446,56.051081569668554,49.740127869450255,50.259872130549745,0,-0.52,Oposición,Reñido (<5%),Bajo
VELEZ,SANTANDER,68861.0,32.3,36.67,7.84,73.04,60.62,7.75,18.87,68.91,28327.0,41.77567690080503,58.22432309919497,47.98319242552973,52.01680757447027,0,-4.03,Oposición,Reñido (<5%),Bajo
VILLANUEVA,SANTANDER,13873.0,54.1,13.27,23.19,53.87,1.37,39.07,43.37,52.55,38611.0,41.7723109796069,58.2276890203931,47.73775277078412,52.26224722921588,0,-4.52,Oposición,Reñido (<5%),Alto
ZAPATOCA,SANTANDER,68895.0,26.9,26.73,0.0,81.11,71.17,5.26,9.5,69.19,10053.0,40.17027096780495,59.82972903219505,46.615587033388294,53.384412966611706,0,-6.77,Oposición,Moderado (5-15%),Muy bajo
SINCELEJO,SUCRE,70001.0,30.4,11.72,28.56,90.86,87.34,17.87,27.91,73.76,393773.0,39.0211014703323,60.9788985296677,45.79731189748641,54.20268810251359,0,-8.41,Oposición,Moderado (5-15%),Bajo
BUENAVISTA,SUCRE,15109.0,44.9,73.82,0.0,50.8,17.42,5.69,16.37,61.21,4026.0,46.94620983535004,53.05379016464996,52.25887372601887,47.74112627398113,1,4.52,Cepeda,Reñido (<5%),Alto
CAIMITO,SUCRE,70124.0,58.7,75.93,12.31,90.34,28.02,38.92,28.92,62.09,20932.0,48.6714287151527,51.3285712848473,54.86818379190336,45.13181620809664,1,9.74,Cepeda,Moderado (5-15%),Muy alto
COROZAL,SUCRE,70215.0,34.5,24.04,11.02,95.06,78.62,16.2,24.66,70.04,92826.0,40.7272069654946,59.2727930345054,47.338105102580116,52.661894897419884,0,-5.32,Oposición,Moderado (5-15%),Bajo
COVEÑAS,SUCRE,70221.0,45.0,39.75,20.01,60.25,28.75,24.55,31.57,83.78,25489.0,43.4795555721886,56.5204444278114,50.503277498121335,49.496722501878665,1,1.01,Cepeda,Reñido (<5%),Alto
EL ROBLE,SUCRE,70233.0,64.3,56.46,37.4,91.21,58.37,42.73,28.52,63.54,10670.0,47.296777117032526,52.703222882967474,53.13048824305764,46.86951175694236,0,6.26,Oposición,Moderado (5-15%),Muy alto
CHALAN,SUCRE,70230.0,73.9,36.01,42.85,89.3,57.64,62.85,55.22,49.65,5101.0,46.25973165878145,53.74026834121855,51.61166792985418,48.38833207014582,0,3.22,Oposición,Reñido (<5%),Muy alto
GUARANDA,SUCRE,70265.0,66.1,59.81,26.24,49.22,6.93,51.79,62.48,65.43,21939.0,47.83565507033802,52.16434492966198,53.7704527591918,46.2295472408082,1,7.54,Cepeda,Moderado (5-15%),Muy alto
LA UNION,SUCRE,52399.0,48.6,58.63,31.47,48.88,41.14,13.81,20.78,71.1,39575.0,45.80054920463403,54.19945079536597,51.31325133494076,48.68674866505924,1,2.63,Cepeda,Reñido (<5%),Alto
LOS PALMITOS,SUCRE,70418.0,41.6,51.69,8.18,94.66,44.17,21.02,23.13,60.68,29299.0,44.32630475566794,55.67369524433206,50.676269813611725,49.323730186388275,0,1.35,Oposición,Reñido (<5%),Medio
MAJAGUAL,SUCRE,70429.0,64.4,71.95,12.74,82.33,6.35,36.2,57.78,62.18,44464.0,48.88881429002502,51.11118570997498,54.9870952434085,45.0129047565915,1,9.97,Cepeda,Moderado (5-15%),Muy alto
MORROA,SUCRE,70473.0,42.8,39.54,24.62,81.34,65.06,22.94,36.8,66.49,20328.0,43.21742022016618,56.78257977983382,49.3249477967399,50.6750522032601,0,-1.35,Oposición,Reñido (<5%),Medio
OVEJAS,SUCRE,70508.0,51.5,49.97,33.33,75.81,51.16,24.94,33.47,65.53,24926.0,45.23389179220326,54.76610820779674,51.05758055873992,48.94241944126008,1,2.12,Cepeda,Reñido (<5%),Alto
PALMITO,SUCRE,70523.0,65.1,66.02,6.48,44.57,36.67,41.6,46.09,57.9,20162.0,48.36011339042842,51.63988660957158,53.20062633730319,46.79937366269681,1,6.4,Cepeda,Moderado (5-15%),Muy alto
SAMPUES,SUCRE,70670.0,56.9,49.27,25.99,77.16,53.82,37.88,44.98,68.84,63088.0,45.753250976198544,54.246749023801456,51.81269562300389,48.18730437699611,1,3.63,Cepeda,Reñido (<5%),Muy alto
SAN BENITO ABAD,SUCRE,70678.0,63.0,80.21,16.4,86.08,2.89,25.93,39.04,45.56,36230.0,49.57875666286321,50.42124333713679,54.78952257203853,45.21047742796147,0,9.58,Oposición,Moderado (5-15%),Muy alto
SAN MARCOS,SUCRE,70708.0,59.1,44.64,32.24,90.53,4.53,31.97,26.74,71.33,72938.0,45.521357543899235,54.478642456100765,52.53999354757452,47.46000645242548,1,5.08,Cepeda,Moderado (5-15%),Muy alto
SAN ONOFRE,SUCRE,70713.0,69.0,61.29,38.21,75.64,21.07,36.79,45.14,70.39,54279.0,48.304008375473856,51.695991624526144,54.359896117978124,45.640103882021876,1,8.72,Cepeda,Moderado (5-15%),Muy alto
SAN PEDRO,SUCRE,70717.0,47.1,34.76,20.33,85.73,73.52,27.35,35.17,68.57,23758.0,43.1999752782166,56.8000247217834,49.35402987393375,50.64597012606625,0,-1.29,Oposición,Reñido (<5%),Alto
SUCRE,SUCRE,19785.0,75.5,84.98,30.53,23.1,19.66,58.99,29.48,63.89,9736.0,51.43325528243349,48.56674471756651,56.274875485133975,43.725124514866025,1,12.55,Cepeda,Moderado (5-15%),Muy alto
IBAGUE,TOLIMA,73001.0,14.8,6.81,14.52,96.36,94.09,4.48,18.07,74.78,571509.0,36.81314427180616,63.18685572819384,43.9264689655594,56.0735310344406,0,-12.15,Oposición,Moderado (5-15%),Muy bajo
ALPUJARRA,TOLIMA,73024.0,30.9,49.62,22.32,88.66,61.61,11.56,12.33,63.43,5185.0,42.9443372485335,57.0556627514665,49.22843063183782,50.77156936816218,0,-1.54,Oposición,Reñido (<5%),Bajo
ALVARADO,TOLIMA,73026.0,38.8,59.77,11.42,83.91,52.24,9.6,17.61,73.06,8027.0,44.8447012906676,55.1552987093324,51.25342882699948,48.74657117300052,1,2.51,Cepeda,Reñido (<5%),Medio
AMBALEMA,TOLIMA,73030.0,32.9,19.41,151.65,94.26,85.99,16.06,16.6,63.55,6488.0,40.07955860978172,59.92044139021828,46.23793503048937,53.76206496951063,0,-7.52,Oposición,Moderado (5-15%),Bajo
ANZOATEGUI,TOLIMA,73043.0,55.8,83.54,39.77,65.01,26.54,8.69,23.34,62.6,10082.0,49.13091046156326,50.86908953843674,54.238088648603366,45.761911351396634,1,8.48,Cepeda,Moderado (5-15%),Muy alto
ATACO,TOLIMA,73067.0,64.0,69.94,20.82,38.79,33.03,25.35,37.81,67.27,21620.0,48.639885767494675,51.360114232505325,53.52163330202054,46.47836669797946,1,7.04,Cepeda,Moderado (5-15%),Muy alto
CAJAMARCA,TOLIMA,73124.0,36.2,42.85,10.79,69.06,60.73,6.48,16.56,66.13,16730.0,42.8331780918319,57.1668219081681,48.62197269720265,51.37802730279735,0,-2.76,Oposición,Reñido (<5%),Bajo
CARMEN DE APICALA,TOLIMA,73148.0,20.7,23.28,28.56,95.36,76.13,5.38,18.3,71.76,11400.0,39.13978537057506,60.86021462942494,46.12789743381494,53.87210256618506,0,-7.74,Oposición,Moderado (5-15%),Muy bajo
CASABIANCA,TOLIMA,73152.0,43.8,71.38,47.4,68.98,34.91,6.38,18.09,59.56,6272.0,46.576803892522456,53.423196107477544,51.94113390712248,48.05886609287752,1,3.88,Cepeda,Reñido (<5%),Medio
COELLO,TOLIMA,73200.0,35.8,79.67,23.91,83.29,39.52,7.94,17.29,68.52,8135.0,46.5477077707918,53.4522922292082,52.83749483991953,47.16250516008047,1,5.67,Cepeda,Moderado (5-15%),Bajo
COYAIMA,TOLIMA,73217.0,62.1,80.53,17.7,35.53,19.09,24.97,40.06,66.2,22532.0,49.512951451648874,50.487048548351126,54.47144272762981,45.52855727237019,1,8.94,Cepeda,Moderado (5-15%),Muy alto
CUNDAY,TOLIMA,73226.0,40.8,69.51,11.88,70.26,46.52,13.82,20.52,59.41,8613.0,46.05770156382763,53.94229843617237,51.57487120057058,48.42512879942942,0,3.15,Oposición,Reñido (<5%),Medio
CHAPARRAL,TOLIMA,73168.0,39.7,40.86,45.09,73.12,60.59,14.94,31.3,72.34,52325.0,43.01298685300985,56.98701314699015,49.21115356654724,50.78884643345276,1,-1.58,Cepeda,Reñido (<5%),Medio
DOLORES,TOLIMA,73236.0,32.8,56.58,36.47,78.76,43.52,11.7,22.5,62.36,8208.0,43.86263626785997,56.13736373214003,50.032896090887995,49.967103909112005,0,0.07,Oposición,Reñido (<5%),Bajo
ESPINAL,TOLIMA,73268.0,19.2,26.28,64.44,89.37,80.39,7.84,10.98,77.02,68891.0,39.28188777364625,60.71811222635375,46.394189686746564,53.605810313253436,0,-7.21,Oposición,Moderado (5-15%),Muy bajo
FALAN,TOLIMA,73270.0,39.3,73.92,13.47,79.12,29.99,8.83,21.7,58.21,7580.0,46.34372557555453,53.65627442444547,52.13703301694482,47.86296698305518,1,4.27,Cepeda,Reñido (<5%),Medio
FLANDES,TOLIMA,73275.0,17.4,12.48,48.67,93.55,87.6,6.28,12.19,73.42,28306.0,37.67635676328247,62.32364323671753,44.73190715090939,55.26809284909061,0,-10.54,Oposición,Moderado (5-15%),Muy bajo
FRESNO,TOLIMA,73283.0,33.6,47.01,35.09,69.78,57.28,9.98,13.78,69.78,29832.0,42.9733339784305,57.0266660215695,49.12265506193195,50.87734493806805,1,-1.75,Cepeda,Reñido (<5%),Bajo
GUAMO,TOLIMA,73319.0,32.2,47.03,39.47,68.08,50.37,12.62,15.39,73.39,32299.0,42.822202553167244,57.177797446832756,49.31459052777914,50.68540947222086,1,-1.37,Cepeda,Reñido (<5%),Bajo
HERVEO,TOLIMA,73347.0,54.0,64.33,41.38,55.31,50.74,5.14,20.04,71.88,6495.0,46.973169591038214,53.026830408961786,52.090159390906344,47.909840609093656,1,4.18,Cepeda,Reñido (<5%),Alto
HONDA,TOLIMA,73349.0,25.8,5.28,44.6,95.99,91.57,10.25,12.59,72.2,24036.0,37.860475109697184,62.139524890302816,44.69467330341072,55.30532669658928,0,-10.61,Oposición,Moderado (5-15%),Muy bajo
ICONONZO,TOLIMA,73352.0,33.7,67.25,16.77,69.4,34.5,7.37,16.08,59.61,12075.0,45.05021345008585,54.94978654991415,50.85949108827392,49.14050891172608,1,1.72,Cepeda,Reñido (<5%),Bajo
LERIDA,TOLIMA,73408.0,28.1,23.77,53.44,92.71,88.2,12.68,16.91,72.57,16505.0,39.99942869013723,60.00057130986277,46.67279345316343,53.32720654683657,0,-6.65,Oposición,Moderado (5-15%),Bajo
LIBANO,TOLIMA,73411.0,33.4,33.85,19.22,80.84,68.46,7.71,18.7,70.53,35995.0,41.6081837929028,58.3918162070972,47.90250794671047,52.09749205328953,0,-4.19,Oposición,Reñido (<5%),Bajo
MELGAR,TOLIMA,73449.0,19.7,17.29,34.32,93.34,80.48,8.26,15.15,77.38,43259.0,38.41896452357349,61.58103547642651,45.70452485832694,54.29547514167306,0,-8.59,Oposición,Moderado (5-15%),Muy bajo
MURILLO,TOLIMA,73461.0,50.4,51.7,72.05,59.14,54.66,8.46,19.69,65.38,3675.0,45.29012635157023,54.70987364842977,50.370931685735954,49.629068314264046,1,0.74,Cepeda,Reñido (<5%),Alto
NATAGAIMA,TOLIMA,73483.0,42.1,40.74,20.34,93.04,50.5,21.33,19.59,69.53,17111.0,43.26332026235746,56.73667973764254,49.97131005174555,50.02868994825445,0,-0.06,Oposición,Reñido (<5%),Medio
ORTEGA,TOLIMA,73504.0,51.3,77.34,5.8,67.81,28.06,17.09,30.07,67.2,35289.0,48.00572231505568,51.99427768494432,53.76821663435384,46.23178336564616,1,7.54,Cepeda,Moderado (5-15%),Alto
PALOCABILDO,TOLIMA,73520.0,45.5,66.55,50.68,73.7,36.27,10.75,20.12,61.69,9746.0,46.269791452461874,53.730208547538126,51.8748411723632,48.1251588276368,1,3.75,Cepeda,Reñido (<5%),Alto
PIEDRAS,TOLIMA,73547.0,27.2,63.53,0.0,92.02,59.42,8.53,13.7,71.41,7776.0,43.95934563876773,56.04065436123227,50.712224120614366,49.287775879385634,0,1.42,Oposición,Reñido (<5%),Muy bajo
PLANADAS,TOLIMA,73555.0,55.4,68.77,65.56,52.91,42.21,21.32,34.41,71.09,28835.0,47.57954241673018,52.42045758326982,52.974096744850726,47.025903255149274,1,5.95,Cepeda,Moderado (5-15%),Muy alto
PRADO,TOLIMA,73563.0,36.6,52.92,23.65,85.43,46.36,13.52,21.1,64.57,7842.0,43.90480744114595,56.09519255885405,50.21775709015614,49.78224290984386,0,0.44,Oposición,Reñido (<5%),Medio
PURIFICACION,TOLIMA,73585.0,32.6,41.06,25.42,89.33,62.89,11.5,19.2,72.18,23058.0,42.256596013943984,57.743403986056016,48.94119643809603,51.05880356190397,0,-2.12,Oposición,Reñido (<5%),Bajo
RIOBLANCO,TOLIMA,73616.0,60.5,79.34,52.79,52.56,36.13,14.49,38.49,62.63,25214.0,49.216430992230784,50.783569007769216,53.8959595453028,46.1040404546972,1,7.79,Cepeda,Moderado (5-15%),Muy alto
RONCESVALLES,TOLIMA,73622.0,42.0,63.37,18.16,46.18,43.52,11.65,18.77,62.55,5372.0,45.56227012621298,54.43772987378702,50.74246297387765,49.25753702612235,1,1.48,Cepeda,Reñido (<5%),Medio
ROVIRA,TOLIMA,73624.0,47.0,50.27,74.07,65.9,54.67,16.55,24.55,64.38,21165.0,44.77217205439222,55.22782794560778,50.23572791319597,49.76427208680403,1,0.47,Cepeda,Reñido (<5%),Alto
SALDAÑA,TOLIMA,73671.0,36.3,38.91,13.75,66.31,61.47,15.08,26.35,71.09,14160.0,42.441955083136115,57.558044916863885,48.602481872187404,51.397518127812596,0,-2.8,Oposición,Reñido (<5%),Bajo
SAN ANTONIO,TOLIMA,73675.0,53.7,63.78,23.75,69.34,46.31,22.06,28.24,64.61,12677.0,46.8842071993446,53.1157928006554,52.38852389650604,47.61147610349396,1,4.78,Cepeda,Reñido (<5%),Alto
SAN LUIS,TOLIMA,73678.0,39.4,69.7,7.4,76.03,50.49,12.27,17.58,63.18,13353.0,45.923922389253356,54.076077610746644,51.698531944439196,48.301468055560804,0,3.4,Oposición,Reñido (<5%),Medio
SANTA ISABEL,TOLIMA,73686.0,50.9,60.02,17.54,56.45,47.28,10.07,13.17,64.95,5666.0,46.194070509887794,53.805929490112206,51.32462149276471,48.67537850723529,1,2.65,Cepeda,Reñido (<5%),Alto
SUAREZ,TOLIMA,19780.0,44.1,84.11,84.71,40.04,27.32,22.63,30.58,64.2,43726.0,47.90900401005051,52.09099598994949,53.23891466427488,46.76108533572512,1,6.48,Cepeda,Moderado (5-15%),Medio
VALLE DE SAN JUAN,TOLIMA,73854.0,40.4,57.75,37.13,72.27,42.72,13.97,18.53,59.82,5254.0,44.813570428252476,55.186429571747524,50.52535834432733,49.47464165567267,0,1.05,Oposición,Reñido (<5%),Medio
VENADILLO,TOLIMA,73861.0,36.3,29.64,39.1,89.07,71.69,16.52,20.14,69.6,12544.0,41.49574706027197,58.50425293972803,47.96781199316428,52.03218800683572,0,-4.06,Oposición,Reñido (<5%),Bajo
VILLAHERMOSA,TOLIMA,73870.0,51.3,61.28,54.15,49.11,36.42,10.05,15.79,64.46,9124.0,46.36644498526084,53.63355501473916,51.430803931826624,48.569196068173376,1,2.86,Cepeda,Reñido (<5%),Alto
VILLARRICA,TOLIMA,73873.0,38.4,59.2,20.1,71.69,39.87,11.14,21.67,59.51,5044.0,44.74275653867927,55.25724346132073,50.47930470371336,49.52069529628664,0,0.96,Oposición,Reñido (<5%),Medio
CALI,VALLE,76001.0,11.9,2.23,44.28,98.98,97.8,3.99,7.77,80.36,2076657.0,36.02836757175351,63.97163242824649,43.29368289691543,56.70631710308457,0,-13.41,Oposición,Moderado (5-15%),Muy bajo
ALCALA,VALLE,76020.0,31.9,20.15,103.61,92.68,74.98,11.52,11.86,69.02,13105.0,40.045682745938265,59.954317254061735,46.57467624843661,53.42532375156339,0,-6.85,Oposición,Moderado (5-15%),Bajo
ANDALUCIA,VALLE,76036.0,15.3,17.88,43.71,96.16,78.52,5.56,6.75,72.52,27350.0,37.9977866030338,62.0022133969662,45.228127642838636,54.771872357161364,0,-9.54,Oposición,Moderado (5-15%),Muy bajo
ANSERMANUEVO,VALLE,76041.0,31.3,31.92,211.03,78.05,74.8,11.1,14.8,70.81,16044.0,41.181425411770185,58.818574588229815,47.34315576099112,52.65684423900888,1,-5.31,Cepeda,Moderado (5-15%),Bajo
ARGELIA,VALLE,19050.0,50.1,91.74,144.37,50.17,32.53,17.53,24.11,70.7,29772.0,49.34426899202931,50.65573100797069,54.69828405054095,45.30171594945905,1,9.4,Cepeda,Moderado (5-15%),Alto
BOLIVAR,VALLE,13000.0,38.04,27.2,20.11,78.7,50.92,21.69,41.4,73.75,2299543.0,41.437063218100846,58.562936781899154,47.938497343477664,52.061502656522336,0,-4.12,Oposición,Reñido (<5%),Medio
BUENAVENTURA,VALLE,76109.0,41.0,19.09,35.79,73.17,60.96,13.59,31.21,60.78,365429.0,40.93310999167441,59.06689000832559,46.60571309618432,53.39428690381568,0,-6.79,Oposición,Moderado (5-15%),Medio
BUGALAGRANDE,VALLE,76113.0,25.8,42.51,52.48,88.08,78.44,5.08,16.1,76.31,24773.0,41.66061801058521,58.33938198941479,48.35324466973519,51.64675533026481,0,-3.29,Oposición,Reñido (<5%),Muy bajo
CAICEDONIA,VALLE,76122.0,24.6,14.09,55.4,90.8,85.51,7.21,13.69,69.22,29467.0,38.6284389551918,61.3715610448082,45.209736391022496,54.790263608977504,0,-9.58,Oposición,Moderado (5-15%),Muy bajo
CANDELARIA,VALLE,76130.0,15.5,76.87,69.17,91.7,89.19,7.14,6.04,78.05,156459.0,44.040899430186485,55.959100569813515,50.8767893273605,49.1232106726395,1,1.75,Cepeda,Reñido (<5%),Muy bajo
CARTAGO,VALLE,76147.0,16.6,2.54,79.12,98.18,97.49,5.31,6.37,73.77,145554.0,36.57423310599356,63.42576689400644,43.62917138927805,56.37082861072195,0,-12.74,Oposición,Moderado (5-15%),Muy bajo
DAGUA,VALLE,76233.0,28.4,79.36,52.39,81.88,44.73,8.46,11.76,74.64,72454.0,45.70643742254739,54.29356257745261,52.42773282890809,47.57226717109191,1,4.86,Cepeda,Reñido (<5%),Bajo
EL AGUILA,VALLE,76243.0,43.5,64.23,299.88,72.11,58.88,7.49,16.81,63.94,7854.0,45.814165885844666,54.185834114155334,50.96462216623774,49.03537783376226,1,1.93,Cepeda,Reñido (<5%),Medio
EL CAIRO,VALLE,76246.0,35.8,43.77,91.07,75.49,61.57,6.61,16.24,61.89,6205.0,42.88332071352938,57.11667928647062,48.52842341852221,51.47157658147779,0,-2.94,Oposición,Reñido (<5%),Bajo
EL CERRITO,VALLE,76248.0,15.2,31.5,51.86,96.92,91.07,5.84,8.22,73.48,49317.0,39.37706718037304,60.62293281962696,46.387494799719335,53.612505200280665,0,-7.23,Oposición,Moderado (5-15%),Muy bajo
EL DOVIO,VALLE,76250.0,37.2,32.13,34.39,81.14,70.16,7.1,31.18,72.27,9055.0,41.84837476816897,58.15162523183103,48.05120514594111,51.94879485405889,0,-3.9,Oposición,Reñido (<5%),Medio
FLORIDA,VALLE,76275.0,18.9,25.61,71.56,94.38,88.47,6.84,12.48,70.76,49278.0,39.18067673440747,60.81932326559253,45.96011893514482,54.03988106485518,0,-8.08,Oposición,Moderado (5-15%),Muy bajo
GINEBRA,VALLE,76306.0,14.7,48.23,8.57,89.04,77.91,2.91,8.16,71.74,25254.0,41.03002819710906,58.96997180289094,47.87496499065725,52.12503500934275,0,-4.25,Oposición,Reñido (<5%),Muy bajo
GUACARI,VALLE,76318.0,16.0,32.83,55.88,96.96,88.23,6.55,7.77,70.3,33802.0,39.600350376296234,60.399649623703766,46.47891453419258,53.52108546580742,0,-7.04,Oposición,Moderado (5-15%),Muy bajo
JAMUNDI,VALLE,76364.0,14.9,25.68,63.8,95.05,87.37,4.35,15.09,72.56,223188.0,38.75018501732085,61.24981498267915,45.708370159789425,54.291629840210575,0,-8.58,Oposición,Moderado (5-15%),Muy bajo
LA CUMBRE,VALLE,76377.0,25.3,76.17,11.96,86.85,37.12,7.68,9.73,71.04,20279.0,45.04165905181853,54.95834094818147,51.95900436731745,48.04099563268255,1,3.92,Cepeda,Reñido (<5%),Muy bajo
LA UNION,VALLE,52399.0,48.6,58.63,31.47,48.88,41.14,13.81,20.78,71.1,39575.0,45.80054920463403,54.19945079536597,51.31325133494076,48.68674866505924,1,2.63,Cepeda,Reñido (<5%),Alto
LA VICTORIA,VALLE,15401.0,38.4,53.0,0.0,68.24,42.78,0.3,25.48,57.58,1051.0,44.10990974884564,55.89009025115436,49.45945445040756,50.54054554959244,0,-1.08,Oposición,Reñido (<5%),Medio
OBANDO,VALLE,76497.0,31.2,18.59,164.03,94.13,94.3,11.15,15.74,72.35,11503.0,39.8098638945907,60.1901361054093,46.21203728139625,53.78796271860375,0,-7.58,Oposición,Moderado (5-15%),Bajo
PALMIRA,VALLE,76520.0,11.5,24.36,31.77,97.89,94.45,3.83,7.03,74.03,383743.0,38.24345864705924,61.75654135294076,45.351826812573734,54.648173187426266,0,-9.3,Oposición,Moderado (5-15%),Muy bajo
PRADERA,VALLE,76563.0,24.8,10.17,38.96,93.08,87.41,9.98,10.73,72.26,48745.0,38.25019830679074,61.74980169320926,45.08975118030709,54.91024881969291,0,-9.82,Oposición,Moderado (5-15%),Muy bajo
RESTREPO,VALLE,50606.0,15.3,35.63,5.27,82.81,69.63,4.91,8.22,77.06,23968.0,39.80956571908973,60.19043428091027,47.02036568681808,52.97963431318192,0,-5.96,Oposición,Moderado (5-15%),Muy bajo
RIOFRIO,VALLE,76616.0,23.2,46.44,76.64,84.87,69.7,7.28,10.48,76.74,15813.0,41.77729732272225,58.22270267727775,48.65502428530072,51.34497571469928,1,-2.69,Cepeda,Reñido (<5%),Muy bajo
ROLDANILLO,VALLE,76622.0,16.5,19.65,21.48,95.26,84.72,4.66,9.01,72.97,37598.0,38.3097451827714,61.6902548172286,45.39302765385065,54.60697234614935,0,-9.21,Oposición,Moderado (5-15%),Muy bajo
SAN PEDRO,VALLE,70717.0,47.1,34.76,20.33,85.73,73.52,27.35,35.17,68.57,23758.0,43.1999752782166,56.8000247217834,49.35402987393375,50.64597012606625,0,-1.29,Oposición,Reñido (<5%),Alto
SEVILLA,VALLE,76736.0,27.4,19.91,57.6,88.47,81.1,9.19,13.0,70.21,43027.0,39.52884409417397,60.47115590582603,46.08022910402659,53.91977089597341,0,-7.84,Oposición,Moderado (5-15%),Bajo
TORO,VALLE,76823.0,32.1,23.98,192.18,86.98,71.84,9.75,12.74,69.14,13549.0,40.45850058482924,59.54149941517076,46.7778108739756,53.2221891260244,1,-6.44,Cepeda,Moderado (5-15%),Bajo
TRUJILLO,VALLE,76828.0,34.9,46.56,78.04,82.29,67.82,10.32,18.87,68.68,19510.0,43.06963349761971,56.93036650238029,49.18450824628951,50.81549175371049,1,-1.63,Cepeda,Reñido (<5%),Bajo
TULUA,VALLE,76834.0,13.7,15.46,46.03,97.58,95.73,4.56,9.96,78.63,221662.0,37.57571750627775,62.42428249372225,44.888567107095675,55.111432892904325,0,-10.22,Oposición,Moderado (5-15%),Muy bajo
ULLOA,VALLE,76845.0,24.2,45.47,73.41,92.21,65.91,3.23,11.7,63.37,4915.0,41.78769661210414,58.21230338789586,48.111692325216154,51.888307674783846,0,-3.78,Oposición,Reñido (<5%),Muy bajo
VERSALLES,VALLE,76863.0,30.6,33.38,28.42,84.18,70.06,6.6,14.58,67.43,6665.0,41.25386419030932,58.74613580969068,47.519090397729705,52.480909602270295,0,-4.96,Oposición,Reñido (<5%),Bajo
VIJES,VALLE,76869.0,19.0,30.45,30.66,92.26,73.51,4.9,12.03,66.53,14570.0,39.6856464377664,60.3143535622336,46.403360802817964,53.596639197182036,0,-7.19,Oposición,Moderado (5-15%),Muy bajo
YOTOCO,VALLE,76890.0,20.8,41.96,48.78,89.05,67.65,8.35,8.62,71.7,16438.0,41.057432424143244,58.942567575856756,47.969699161199884,52.030300838800116,0,-4.06,Oposición,Reñido (<5%),Muy bajo
YUMBO,VALLE,76892.0,15.6,15.9,53.82,95.23,88.17,7.39,9.68,82.32,116450.0,37.82850667565015,62.17149332434985,45.38643467032557,54.61356532967443,0,-9.23,Oposición,Moderado (5-15%),Muy bajo
ZARZAL,VALLE,76895.0,17.2,19.86,53.56,97.31,94.8,5.28,8.71,75.73,42826.0,38.40776674923583,61.59223325076417,45.474923943257636,54.525076056742364,0,-9.05,Oposición,Moderado (5-15%),Muy bajo
ARAUCA,ARAUCA,81000.0,42.31,37.95,61.74,72.86,57.57,25.78,45.32,63.32,262795.0,43.00151513691045,56.99848486308955,48.91217403426576,51.08782596573424,0,-2.18,Oposición,Reñido (<5%),Medio
TAME,ARAUCA,81794.0,41.9,45.06,167.47,70.15,61.41,21.19,45.74,70.2,45812.0,43.68238973590907,56.31761026409093,49.619449191793464,50.380550808206536,1,-0.76,Cepeda,Reñido (<5%),Medio
ARAUQUITA,ARAUCA,81065.0,49.2,75.16,89.24,50.44,33.87,30.42,45.91,70.36,53783.0,47.55344591820396,52.44655408179604,53.3230644200312,46.6769355799688,1,6.65,Cepeda,Moderado (5-15%),Alto
CRAVO NORTE,ARAUCA,81220.0,48.8,31.94,23.29,67.64,64.46,28.82,31.79,72.89,4102.0,43.09812768453756,56.90187231546244,49.22890502967167,50.77109497032833,0,-1.54,Oposición,Reñido (<5%),Alto
FORTUL,ARAUCA,81300.0,48.3,47.61,234.64,73.72,39.41,30.29,38.98,67.71,19978.0,44.6428923146246,55.3571076853754,50.772538349156534,49.227461650843466,1,1.55,Cepeda,Reñido (<5%),Alto
PUERTO RONDON,ARAUCA,81591.0,45.0,35.63,941.55,65.91,58.36,15.23,40.65,62.36,4617.0,43.05901867313788,56.94098132686212,47.75779105572071,52.24220894427929,1,-4.48,Cepeda,Reñido (<5%),Alto
SARAVENA,ARAUCA,81736.0,39.4,27.21,183.73,87.98,57.48,23.37,41.52,74.84,58069.0,41.586880437635514,58.413119562364486,48.40722868067171,51.59277131932829,1,-3.19,Cepeda,Reñido (<5%),Medio
FLORENCIA,CAQUETA,18001.0,29.6,14.4,18.11,90.7,82.59,13.24,26.39,69.22,207925.0,39.207127246543436,60.792872753456564,45.778306346602996,54.221693653397004,0,-8.44,Oposición,Moderado (5-15%),Bajo
