cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
95015,Calamar,23.54,24.39,6.91,62.68,59.41,57.15,49.57,30.59,58.0,9934.0
95025,El Retorno,39.83,34.75,6.91,62.77,77.04,41.94,40.54,11.2,51.5,13464.0
95200,Miraflores,28.32,2.88,6.91,61.09,77.4,54.45,48.8,23.56,66.7,7344.0
97000,Vaupés,35.04,31.1,6.91,64.39,80.4,2.14,86.17,30.64,78.82,49250.0
97001,Mitú,39.05,34.93,6.91,68.22,78.59,5.58,86.26,31.12,74.8,34884.0
97161,Carurú,41.21,40.2,6.91,56.81,60.86,85.76,62.59,17.18,81.1,3063.0
97666,Taraira,31.65,28.1,6.91,32.23,68.04,37.78,95.32,44.73,85.6,3508.0
99000,Vichada,36.76,6.44,6.91,63.64,85.12,9.6,85.18,32.46,76.65,243055.0
99001,Puerto Carreño,59.44,10.04,6.91,70.86,25.52,52.89,67.37,31.79,55.7,29084.0
99524,La Primavera,64.57,5.01,6.91,63.38,41.42,30.47,58.75,37.67,63.2,10527.0
99624,Santa Rosalía,67.32,1.66,6.91,62.55,41.07,0.0,55.98,25.27,56.8,3716.0
99773,Cumaribo,10.97,5.09,6.91,62.68,97.53,6.19,91.41,31.96,91.4,180609.0
