MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,factor_izq,pct_cepeda_v1,pct_oposicion_v1,gana_cepeda_pred,pct_cepeda_v2_pred,pct_oposicion_v2_pred,margen_pred
TUQUERRES,NARIÑO,52838.0,32.5,59.98,13.45,77.46,48.78,7.19,20.23,68.09,50281.0,0.48390405092078154,44.1768585245281,55.8231414754719,1,50.42285648962063,49.57714351037937,0.85
YACUANQUER,NARIÑO,52885.0,44.2,68.45,18.26,84.7,43.96,16.53,17.28,54.91,12613.0,0.591135945916548,46.321496424443424,53.678503575556576,0,51.89519420263902,48.10480579736098,3.79
PEREIRA,RISARALDA,66001.0,15.1,13.28,23.49,98.46,93.4,4.91,10.11,79.29,465968.0,0.15037978848077682,37.506373275728,62.493626724272,0,44.86033528859122,55.13966471140878,-10.28
APIA,RISARALDA,66045.0,33.6,48.21,24.13,81.99,71.49,6.14,12.36,68.01,11148.0,0.42985214738848515,43.09582045388217,56.90417954611783,0,49.114214092742586,50.885785907257414,-1.77
BALBOA,RISARALDA,19075.0,47.1,76.78,87.24,46.56,28.98,27.6,17.27,69.85,24241.0,0.6495132927085034,47.48904336028254,52.51095663971746,1,53.265756364886876,46.734243635113124,6.53
BELEN DE UMBRIA,RISARALDA,66088.0,35.6,41.81,19.89,84.78,71.75,7.34,18.91,69.38,22381.0,0.40813000630523927,42.66137763221725,57.33862236778275,0,48.792919885482775,51.207080114517225,-2.41
DOSQUEBRADAS,RISARALDA,66170.0,13.7,3.36,21.52,96.91,96.1,4.11,7.84,73.59,282285.0,0.09209340196804763,36.34064554547342,63.65935445452658,0,43.47854937427948,56.52145062572052,-13.04
GUATICA,RISARALDA,66318.0,36.5,62.53,8.12,82.2,56.37,9.4,11.39,70.72,10743.0,0.5188000770119197,44.87477904635086,55.12522095364914,1,51.141020197609464,48.858979802390536,2.28
LA CELIA,RISARALDA,66383.0,37.5,53.95,132.38,67.32,53.07,7.57,15.15,58.15,6706.0,0.4804816215565476,44.10840993724342,55.89159006275658,1,49.39534147485232,50.60465852514768,-1.21
LA VIRGINIA,RISARALDA,66400.0,19.0,1.8,35.13,99.36,99.44,6.41,10.4,72.11,26705.0,0.11312521651226685,36.7612818363578,63.2387181636422,0,43.72724423258802,56.27275576741198,-12.55
MARSELLA,RISARALDA,66440.0,33.3,40.84,35.28,79.25,64.14,6.96,28.26,70.41,15370.0,0.3905974543629553,42.31072659337158,57.68927340662842,0,48.55060868600035,51.44939131399965,-2.9
MISTRATO,RISARALDA,66456.0,65.3,70.22,39.87,55.99,39.35,8.92,50.62,67.9,17538.0,0.7155960193235592,48.810697892583654,51.189302107416346,1,53.53685332904227,46.46314667095773,7.07
PUEBLO RICO,RISARALDA,66572.0,70.5,76.39,5.98,35.92,31.72,7.89,65.99,67.98,17447.0,0.7755316402176435,50.00941031046534,49.99058968953466,1,54.21863470954531,45.78136529045469,8.44
QUINCHIA,RISARALDA,66594.0,41.4,66.05,25.23,84.27,42.68,9.04,19.04,70.0,23996.0,0.5635700117193022,45.77017774049851,54.22982225950149,1,52.020362803700564,47.979637196299436,4.04
SANTA ROSA DE CABAL,RISARALDA,66682.0,21.2,13.12,12.38,92.91,88.62,6.46,14.92,75.33,85864.0,0.18293301504122303,38.157437806936926,61.842562193063074,0,45.16400058312666,54.83599941687334,-9.67
SANTUARIO,RISARALDA,66687.0,39.9,41.98,23.72,78.98,65.69,6.36,13.85,68.64,11467.0,0.43252059476966664,43.1491894015058,56.8508105984942,0,49.05085306705601,50.94914693294399,-1.9
CUCUTA,NORTE DE SAN,54001.0,25.7,4.44,31.82,94.79,92.67,13.32,23.68,76.07,752748.0,0.1632508075865675,37.76379365784382,62.23620634215618,0,44.71266229291556,55.28733770708444,-10.57
ABREGO,NORTE DE SAN,54003.0,55.8,46.32,37.6,63.24,54.01,15.55,40.39,64.35,39959.0,0.5416505387595765,45.331788281304,54.668211718696,1,50.46108576906294,49.53891423093706,0.92
ARBOLEDAS,NORTE DE SAN,54051.0,53.5,74.8,19.62,49.04,28.57,7.95,37.31,62.22,10364.0,0.6744190994027779,47.987159494168026,52.012840505831974,1,52.851446586355806,47.148553413644194,5.7
BOCHALEMA,NORTE DE SAN,54099.0,36.3,61.88,22.19,76.71,71.85,10.23,19.41,65.63,10909.0,0.514388643064717,44.78655036740681,55.21344963259319,0,50.476626872699406,49.523373127300594,0.95
BUCARASICA,NORTE DE SAN,54109.0,67.9,89.45,44.52,38.21,14.37,19.95,38.25,59.64,8897.0,0.8279615025275678,51.058007556663824,48.941992443336176,1,55.433835784055965,44.566164215944035,10.87
CACOTA,NORTE DE SAN,54125.0,48.9,63.92,101.56,40.49,33.97,17.17,27.22,58.01,3248.0,0.5937277834124634,46.37333317436173,53.62666682563827,1,51.16116102026842,48.83883897973158,2.32
CACHIRA,NORTE DE SAN,54128.0,56.4,80.84,43.82,33.31,30.84,7.88,28.33,60.68,11761.0,0.7211091949953866,48.9209614060202,51.0790385939798,1,53.207848190566565,46.792151809433435,6.42
CONVENCION,NORTE DE SAN,54206.0,64.0,58.83,64.94,48.24,40.41,20.17,38.8,66.61,23040.0,0.6503543821412754,47.50586514893798,52.49413485106202,1,52.358299840450094,47.641700159549906,4.72
CUCUTILLA,NORTE DE SAN,54223.0,71.1,79.36,11.58,21.13,17.21,16.17,40.41,62.63,7515.0,0.7939716172659472,50.378209851431414,49.621790148568586,1,54.41405426261597,45.58594573738403,8.83
CHINACOTA,NORTE DE SAN,54172.0,30.3,34.86,15.61,81.14,67.04,11.09,22.3,73.19,24117.0,0.3436665290071158,41.372108086254784,58.627891913745216,0,47.9974798300303,52.0025201699697,-4.01
CHITAGA,NORTE DE SAN,54174.0,54.8,60.82,15.92,62.15,48.98,19.08,39.89,65.78,14667.0,0.6101823248263603,46.702424002639674,53.297575997360326,1,51.98995842459058,48.01004157540942,3.98
DURANIA,NORTE DE SAN,54239.0,44.5,49.45,0.0,55.1,51.59,20.44,25.64,62.28,5221.0,0.4958086240395566,44.4149499869036,55.5850500130964,0,49.84896479154101,50.15103520845899,-0.3
EL TARRA,NORTE DE SAN,54250.0,71.2,54.51,40.28,54.78,34.39,39.09,58.31,67.01,38150.0,0.6676941250938917,47.8526600079903,52.1473399920097,1,53.136630405150676,46.863369594849324,6.27
EL CARMEN,NORTE DE SAN,54245.0,68.9,81.86,41.93,42.61,38.62,15.76,55.68,63.74,15961.0,0.7946956141845771,50.39268978980401,49.60731021019599,1,54.60058645391054,45.39941354608946,9.2
EL ZULIA,NORTE DE SAN,54261.0,41.9,43.3,43.4,84.61,68.11,16.67,31.79,75.24,34642.0,0.45019826995670753,43.50274290524662,56.49725709475338,1,49.90694144875088,50.09305855124912,-0.19
GRAMALOTE,NORTE DE SAN,54313.0,42.3,64.75,12.82,56.08,43.13,2.41,18.81,58.36,9668.0,0.5618587411990764,45.735952330093994,54.264047669906006,1,50.70022198981558,49.29977801018442,1.4
HACARI,NORTE DE SAN,54344.0,73.4,83.89,27.91,24.78,14.37,16.53,45.93,61.66,9791.0,0.8296729964002287,51.092237434117045,48.907762565882955,1,55.073921747417366,44.926078252582634,10.15
HERRAN,NORTE DE SAN,54347.0,52.4,80.13,13.47,29.62,28.38,9.32,33.06,57.04,10422.0,0.6956037986888766,48.41085347989,51.58914652011,1,52.68173921063699,47.31826078936301,5.36
LABATECA,NORTE DE SAN,54377.0,41.3,72.24,29.86,73.52,31.45,9.48,18.78,77.13,7200.0,0.5946142692276852,46.39106289066617,53.60893710933383,1,52.906134060926206,47.093865939073794,5.81
LA ESPERANZA,NORTE DE SAN,54385.0,57.1,82.99,15.86,52.63,44.35,14.53,33.2,68.58,12165.0,0.7359112634176184,49.21700277446484,50.78299722553516,1,54.195036385962034,45.804963614037966,8.39
LA PLAYA,NORTE DE SAN,54398.0,67.9,86.66,24.52,29.78,23.28,6.76,26.17,64.5,9159.0,0.8137224497563114,50.773226501238696,49.226773498761304,1,54.841194101566586,45.158805898433414,9.68
LOS PATIOS,NORTE DE SAN,54405.0,21.4,2.64,7.06,95.79,93.68,9.6,15.03,78.02,111569.0,0.1305413459977142,37.10960442606675,62.89039557393325,0,44.36152229185246,55.63847770814754,-11.28
LOURDES,NORTE DE SAN,54418.0,45.3,50.92,23.42,69.93,56.09,15.33,26.72,61.76,5104.0,0.507687288275851,44.65252327162949,55.34747672837051,0,50.120667494829675,49.879332505170325,0.24
MUTISCUA,NORTE DE SAN,54480.0,42.2,79.55,43.54,46.96,28.39,6.97,15.8,56.99,4699.0,0.6368450217757456,47.23567794162738,52.76432205837262,1,52.15158326947372,47.84841673052628,4.3
OCAÑA,NORTE DE SAN,54498.0,31.4,9.85,33.39,92.33,87.34,11.22,23.49,69.02,158872.0,0.22204291985064867,38.93963590312544,61.06036409687456,0,45.384434954955616,54.615565045044384,-9.23
PAMPLONA,NORTE DE SAN,54518.0,20.5,6.74,1.82,91.97,91.82,6.52,30.4,72.12,48148.0,0.1465427053206347,37.429631612525164,62.570368387474836,0,44.28236474650988,55.71763525349012,-11.44
PAMPLONITA,NORTE DE SAN,54520.0,41.7,77.13,0.0,48.46,32.52,8.75,17.66,63.76,6782.0,0.6217590724084026,46.93395895428052,53.06604104571948,1,52.25170610356126,47.74829389643874,4.5
PUERTO SANTANDER,NORTE DE SAN,54553.0,42.9,7.49,63.57,90.07,89.09,17.81,15.23,64.32,9489.0,0.27290870089512953,39.95695152401506,60.04304847598494,0,45.87001311862104,54.12998688137896,-8.26
RAGONVALIA,NORTE DE SAN,54599.0,41.4,50.27,77.41,55.09,50.36,15.33,23.14,60.75,7384.0,0.48303515410982995,44.159480588309066,55.840519411690934,1,49.46466107004649,50.53533892995351,-1.07
SALAZAR,NORTE DE SAN,54660.0,48.8,60.1,9.2,76.14,49.48,13.24,23.07,58.02,12031.0,0.5736849734512128,45.97247697513672,54.02752302486328,0,51.26865163800943,48.73134836199057,2.54
SAN CALIXTO,NORTE DE SAN,54670.0,73.5,79.33,16.12,45.32,22.74,17.8,42.51,67.23,14617.0,0.8069476120162716,50.6377297464379,49.3622702535621,1,55.242267806734006,44.757732193265994,10.48
SAN CAYETANO,NORTE DE SAN,25653.0,36.9,70.16,0.0,21.18,19.53,0.57,9.18,62.18,3954.0,0.5599287528067025,45.69735256224652,54.30264743775348,1,50.63053948110226,49.36946051889774,1.26
SANTIAGO,NORTE DE SAN,54680.0,48.1,46.26,0.0,68.81,57.28,14.22,26.17,63.46,5300.0,0.4992217842777307,44.48321319166708,55.51678680833292,0,49.923491126953394,50.076508873046606,-0.15
SARDINATA,NORTE DE SAN,54720.0,53.8,59.85,32.95,58.79,55.36,15.9,52.99,70.66,31006.0,0.5997613702582556,46.49400491127758,53.50599508872242,1,51.79501140261354,48.20498859738646,3.59
SILOS,NORTE DE SAN,54743.0,46.6,83.59,30.55,47.72,42.87,5.83,16.31,66.26,8186.0,0.6815336003586147,48.12944951328476,51.87055048671524,1,53.09574575050081,46.90425424949919,6.19
TEORAMA,NORTE DE SAN,54800.0,67.1,82.01,61.08,40.98,35.63,19.84,42.3,68.92,19668.0,0.7856143275226708,50.21106405656588,49.78893594343412,1,54.82828530913025,45.17171469086975,9.66
TIBU,NORTE DE SAN,54810.0,57.6,61.93,71.85,51.38,45.97,27.36,56.85,75.87,85958.0,0.6311646109680786,47.12206972547404,52.87793027452596,1,52.7248293624488,47.2751706375512,5.45
TOLEDO,NORTE DE SAN,54820.0,50.1,63.57,36.07,55.66,42.24,10.24,44.06,79.42,19087.0,0.598506073734446,46.468898980801384,53.531101019198616,1,52.31186827442314,47.68813172557686,4.62
VILLA CARO,NORTE DE SAN,54871.0,64.8,53.6,0.0,54.82,46.57,22.58,37.48,61.83,5069.0,0.6280389053139788,47.059555612392046,52.940444387607954,1,51.841830154297625,48.158169845702375,3.68
VILLA DEL ROSARIO,NORTE DE SAN,54874.0,24.6,3.41,32.63,84.88,93.43,13.98,14.93,74.88,151949.0,0.15197659087797386,37.538309323671946,62.461690676328054,0,44.376415167849494,55.623584832150506,-11.25
ARMENIA,QUINDIO,63001.0,14.4,2.69,25.6,98.88,96.17,5.36,5.27,75.17,297298.0,0.09250330952470824,36.348843696606636,63.651156303393364,0,43.60581748509619,56.39418251490381,-12.79
BUENAVISTA,QUINDIO,15109.0,44.9,73.82,0.0,50.8,17.42,5.69,16.37,61.21,4026.0,0.6223716164618784,46.94620983535004,53.05379016464996,1,52.25887372601887,47.74112627398113,4.52
CALARCA,QUINDIO,63130.0,19.9,23.16,29.95,96.3,91.07,6.05,11.18,73.43,67645.0,0.22706159323099173,39.04000937073231,60.95999062926769,0,45.94630735551988,54.05369264448012,-8.11
CIRCASIA,QUINDIO,63190.0,17.3,25.77,33.55,98.48,78.91,6.26,7.11,74.37,26329.0,0.22615880268800187,39.02195355987251,60.97804644012749,0,46.282661832834435,53.717338167165565,-7.43
CORDOBA,QUINDIO,13212.0,61.9,79.99,5.92,78.89,1.65,51.04,21.46,61.97,21721.0,0.7468586596754376,49.43595069962122,50.56404930037878,1,55.930208558387264,44.069791441612736,11.86
FILANDIA,QUINDIO,63272.0,18.1,44.98,8.16,96.43,62.01,5.12,7.55,69.84,10888.0,0.32857538669565484,41.07028524002556,58.92971475997444,0,48.16385353448817,51.83614646551183,-3.67
GENOVA,QUINDIO,63302.0,33.1,43.99,39.29,66.16,63.17,8.1,15.87,67.29,6801.0,0.4055797123622669,42.6103717533578,57.3896282466422,0,48.47400998832384,51.52599001167616,-3.05
LA TEBAIDA,QUINDIO,63401.0,27.4,9.58,33.62,97.07,92.54,9.98,11.67,74.06,30372.0,0.19878310892741916,38.47443968466085,61.52556031533915,0,45.324008071059325,54.675991928940675,-9.35
MONTENEGRO,QUINDIO,63470.0,25.8,18.18,38.99,98.24,91.5,10.83,12.27,74.69,34373.0,0.2339213607345079,39.17720472080263,60.82279527919737,0,46.10607178813488,53.89392821186512,-7.79
PIJAO,QUINDIO,63548.0,28.8,43.81,96.49,72.2,66.43,4.6,14.31,69.32,4720.0,0.3811380878664013,42.121539263440496,57.878460736559504,1,48.1824955065675,51.8175044934325,-3.64
QUIMBAYA,QUINDIO,63594.0,22.0,19.1,53.24,99.22,89.0,7.11,9.83,74.69,28714.0,0.21782892945614352,38.85535609523534,61.14464390476466,0,45.87665170481039,54.12334829518961,-8.25
SALENTO,QUINDIO,63690.0,19.7,59.15,10.37,83.0,61.95,5.95,5.9,73.56,9784.0,0.40964617847333695,42.6917010755792,57.3082989244208,0,49.562726440682155,50.437273559317845,-0.87
BUCARAMANGA,SANTANDER,68001.0,14.2,1.61,18.58,94.32,94.62,5.27,11.6,80.01,610880.0,0.08589732622566323,36.216724030625734,63.783275969374266,0,43.60400478578836,56.39599521421164,-12.79
AGUADA,SANTANDER,68013.0,41.8,73.08,52.58,94.9,19.16,11.34,17.08,63.16,1694.0,0.6016365256277934,46.53150801866833,53.46849198133167,1,52.98638772815859,47.01361227184141,5.97
ALBANIA,SANTANDER,18029.0,38.8,55.53,89.11,57.35,49.89,11.88,26.37,59.93,4835.0,0.49565691189796185,44.411915744071706,55.588084255928294,1,49.6959685082578,50.3040314917422,-0.61
ARATOCA,SANTANDER,68051.0,40.6,61.6,11.57,49.78,35.36,13.94,22.39,65.82,8104.0,0.5364826101144257,45.22842970840098,54.77157029159902,1,50.871695886340014,49.128304113659986,1.74
BARBOSA,SANTANDER,68077.0,21.6,17.81,6.01,94.18,83.81,7.31,10.42,67.94,36427.0,0.20905709759317648,38.679919457976,61.320080542024,0,45.41827943399803,54.58172056600197,-9.16
BARICHARA,SANTANDER,68079.0,28.5,61.53,0.0,82.09,45.49,5.01,14.49,76.49,15314.0,0.4699327977193036,43.89743346049854,56.10256653950146,1,50.79260319590691,49.20739680409309,1.59
BARRANCABERMEJA,SANTANDER,68081.0,26.4,9.46,41.92,93.02,79.58,10.88,16.86,79.68,248468.0,0.19270021703156126,38.352781846743696,61.647218153256304,0,45.59536291518339,54.40463708481661,-8.81
BETULIA,SANTANDER,68092.0,43.9,69.43,16.32,63.9,56.31,7.76,25.73,72.63,7310.0,0.5944963391419112,46.38870428895069,53.61129571104931,1,52.01980951914139,47.98019048085861,4.04
BOLIVAR,SANTANDER,13000.0,38.04,27.2,20.11,78.7,50.92,21.69,41.4,73.75,2299543.0,0.3469142855994187,41.437063218100846,58.562936781899154,0,47.938497343477664,52.061502656522336,-4.12
CABRERA,SANTANDER,25120.0,39.5,64.76,19.76,36.78,27.68,7.87,10.9,65.97,4685.0,0.546592490578436,45.430627317681186,54.569372682318814,1,50.824644967703634,49.175355032296366,1.65
CALIFORNIA,SANTANDER,68132.0,21.2,46.45,43.98,56.8,49.72,5.1,8.13,58.06,2831.0,0.3530361078247282,41.55949966260703,58.44050033739297,0,47.32776774076932,52.67223225923068,-5.34
CAPITANEJO,SANTANDER,68147.0,35.7,28.46,0.0,76.35,59.47,8.22,29.62,58.6,7059.0,0.3405439502871084,41.309656511854634,58.690343488145366,0,47.050789135298515,52.949210864701485,-5.9
CARCASI,SANTANDER,68152.0,60.8,78.47,0.0,45.13,20.61,17.74,28.92,59.96,5220.0,0.7330836774263725,49.16045105463992,50.83954894536008,1,53.918434955691886,46.081565044308114,7.84
CEPITA,SANTANDER,68160.0,32.0,64.33,0.0,81.72,27.42,3.76,15.45,54.9,2038.0,0.5033694948370968,44.566167402854404,55.433832597145596,0,50.51708860599427,49.48291139400573,1.03
CERRITO,SANTANDER,68162.0,41.9,40.76,14.16,56.91,49.06,12.96,18.24,61.85,7885.0,0.4372351179714059,43.243479865540586,56.756520134459414,0,48.711530314823065,51.288469685176935,-2.58
CIMITARRA,SANTANDER,68190.0,36.0,43.3,28.53,75.23,71.3,9.17,25.54,81.35,31663.0,0.41792255879697016,42.85722868205187,57.14277131794813,1,49.380528175785734,50.619471824214266,-1.24
CONCEPCION,SANTANDER,68207.0,36.2,41.85,0.0,69.67,49.62,9.41,20.53,60.49,5680.0,0.41161642614215177,42.7311060289555,57.2688939710445,0,48.503713538446284,51.496286461553716,-2.99
CONFINES,SANTANDER,68209.0,32.6,68.99,0.0,62.74,23.47,11.66,10.09,65.27,4012.0,0.5304345611984556,45.10746873008158,54.89253126991842,1,51.362097576534445,48.637902423465555,2.72
CONTRATACION,SANTANDER,68211.0,29.2,17.87,0.0,83.45,76.27,4.71,20.51,63.23,4761.0,0.25093880612316233,39.51755362857571,60.48244637142429,0,45.604324201207284,54.395675798792716,-8.79
COROMORO,SANTANDER,68217.0,53.6,77.19,39.08,64.11,22.31,3.87,24.45,62.86,6111.0,0.6871637568683666,48.2420526434798,51.7579473565202,1,53.42061791850517,46.57938208149483,6.84
CURITI,SANTANDER,68229.0,35.7,54.66,7.44,86.71,43.75,7.56,18.16,70.91,15842.0,0.47425835265518024,43.98394455921607,56.01605544078393,1,50.571030886982264,49.428969113017736,1.14
CHARALA,SANTANDER,68167.0,26.9,31.87,8.0,91.86,61.62,5.13,13.89,66.34,14744.0,0.30980719324385686,40.694921370989604,59.305078629010396,0,47.310637726598756,52.689362273401244,-5.38
CHARTA,SANTANDER,68169.0,35.1,65.35,0.0,39.65,26.76,2.93,11.87,73.21,3573.0,0.5255335945514513,45.009449397141495,54.990550602858505,1,50.87957635829737,49.12042364170263,1.76
CHIMA,SANTANDER,23168.0,57.8,80.91,49.52,31.13,20.4,45.31,34.95,64.34,21382.0,0.7291250905414933,49.081279316942336,50.918720683057664,1,54.41364620477732,45.58635379522268,8.83
CHIPATA,SANTANDER,68179.0,42.8,78.46,0.0,71.79,13.88,7.21,16.3,66.83,4642.0,0.634564370060142,47.19006490731531,52.80993509268469,1,53.32082922906415,46.67917077093585,6.64
EL CARMEN,SANTANDER,54245.0,68.9,81.86,41.93,42.61,38.62,15.76,55.68,63.74,15961.0,0.7946956141845771,50.39268978980401,49.60731021019599,1,54.60058645391054,45.39941354608946,9.2
EL GUACAMAYO,SANTANDER,68245.0,33.0,55.2,47.08,58.39,43.96,4.32,11.98,60.94,2029.0,0.462244057652624,43.74365865916495,56.25634134083505,1,49.274958465939726,50.725041534060274,-1.45
EL PLAYON,SANTANDER,68255.0,45.7,38.84,6.99,55.58,54.73,21.65,33.42,68.65,15487.0,0.44822394610595084,43.46325642823148,56.53674357176852,1,49.20772979683521,50.79227020316479,-1.58
EL PEÑON,SANTANDER,13268.0,67.7,66.49,0.0,54.73,2.8,27.19,58.65,47.96,6529.0,0.7096886824417514,48.692551154947495,51.307448845052505,1,53.347397878802376,46.652602121197624,6.69
ENCINO,SANTANDER,68264.0,32.0,69.79,0.0,82.03,22.5,5.84,11.03,58.47,3135.0,0.5312351680023515,45.1234808661595,54.8765191338405,0,51.33864189972695,48.66135810027305,2.68
ENCISO,SANTANDER,68266.0,35.3,65.45,0.0,80.39,28.24,6.49,24.35,61.62,4287.0,0.5271380467695532,45.04153844150353,54.95846155849647,0,51.20472914128689,48.79527085871311,2.41
FLORIAN,SANTANDER,68271.0,56.0,66.65,17.56,63.11,29.01,8.64,38.71,81.13,5121.0,0.6465008825771477,47.42879515765542,52.57120484234458,1,53.46260082695756,46.53739917304244,6.93
FLORIDABLANCA,SANTANDER,68276.0,11.0,3.79,11.47,96.16,94.9,3.72,8.45,81.15,320381.0,0.07951771061967122,36.0891317185059,63.9108682814941,0,43.67830168857865,56.32169831142135,-12.64
GALAN,SANTANDER,68296.0,41.9,61.92,34.21,75.46,31.77,10.07,21.09,65.91,2757.0,0.5452273604946274,45.40332471600502,54.59667528399498,1,51.469257631901236,48.530742368098764,2.94
GAMBITA,SANTANDER,68298.0,51.1,73.56,24.65,38.51,21.91,4.85,27.08,60.97,3646.0,0.6549615286598027,47.59800807930852,52.40199192069148,1,52.32189375975713,47.67810624024287,4.64
GIRON,SANTANDER,68307.0,16.5,10.72,16.56,86.09,85.64,5.74,13.02,71.37,188717.0,0.1449732077586382,37.39824166128523,62.60175833871477,0,44.26932580596839,55.73067419403161,-11.46
GUACA,SANTANDER,68318.0,60.3,64.33,33.22,64.81,41.19,5.72,22.53,59.79,7303.0,0.6581834992134643,47.66244749038175,52.33755250961825,1,52.32808754890745,47.67191245109255,4.66
GUADALUPE,SANTANDER,41319.0,43.2,70.35,16.13,71.64,40.67,15.26,19.63,65.86,18284.0,0.5953623323712055,46.40602415353658,53.59397584646342,1,52.28657981754151,47.71342018245849,4.57
GUAPOTA,SANTANDER,68322.0,31.4,62.37,41.44,85.14,28.57,8.78,14.06,67.22,2636.0,0.4900841569640507,44.300460645393485,55.699539354606515,1,51.00572132441581,48.99427867558419,2.01
GUAVATA,SANTANDER,68324.0,40.4,64.39,0.0,45.12,25.53,13.3,13.39,63.63,3794.0,0.5496275709819622,45.491328925751716,54.508671074248284,1,51.07624978649909,48.92375021350091,2.15
GUEPSA,SANTANDER,68327.0,29.6,29.65,18.49,82.2,61.72,6.59,17.22,63.5,5869.0,0.3132474349647963,40.763726205408396,59.236273794591604,0,46.98998706291754,53.01001293708246,-6.02
HATO,SANTANDER,68344.0,46.9,61.86,0.0,74.7,28.89,18.36,18.28,62.21,2889.0,0.572273441898996,45.944246344092385,54.055753655907615,1,51.90015549959797,48.09984450040203,3.8
JESUS MARIA,SANTANDER,68368.0,40.8,68.16,0.0,84.79,22.07,3.86,14.96,77.18,3087.0,0.5710563386416017,45.9199042789445,54.0800957210555,1,52.75462622983903,47.24537377016097,5.51
JORDAN,SANTANDER,68370.0,53.7,85.57,0.0,46.58,9.32,16.67,25.4,57.18,1642.0,0.7304789971654342,49.10835744942115,50.89164255057885,1,54.109036226798914,45.890963773201086,8.22
LA PAZ,SANTANDER,20621.0,41.7,29.89,26.1,70.61,67.44,24.71,37.73,68.25,39122.0,0.3806648598943677,42.112074703999824,57.887925296000176,0,48.19150943004208,51.80849056995792,-3.62
LA BELLEZA,SANTANDER,68377.0,36.1,60.3,16.01,65.77,27.35,7.49,12.67,75.75,5778.0,0.5052308581937622,44.603394669987715,55.396605330012285,1,51.19451116026701,48.80548883973299,2.39
LANDAZURI,SANTANDER,68385.0,49.1,57.1,92.7,47.74,43.22,10.28,20.91,65.24,9716.0,0.560015301875334,45.699083543619146,54.300916456380854,1,50.743865650956685,49.256134349043315,1.49
LEBRIJA,SANTANDER,68406.0,27.0,35.59,8.89,60.57,47.35,6.61,13.35,80.46,61948.0,0.3293396428907255,41.085570363926976,58.914429636073024,1,47.963197526367814,52.036802473632186,-4.07
LOS SANTOS,SANTANDER,68418.0,44.6,80.75,6.64,24.19,14.07,18.6,21.35,76.97,19247.0,0.656098448392968,47.62074647397183,52.37925352602817,1,53.441857563929716,46.558142436070284,6.88
MACARAVITA,SANTANDER,68425.0,50.3,78.36,0.0,38.24,17.41,10.07,25.89,57.25,2648.0,0.6750824561352569,48.00042662881761,51.99957337118239,1,52.73888794336049,47.26111205663951,5.48
MALAGA,SANTANDER,68432.0,19.3,9.91,9.06,88.31,86.72,5.5,19.33,71.06,27779.0,0.15615657586422316,37.62190902339693,62.37809097660307,0,44.43265862656279,55.56734137343721,-11.13
MATANZA,SANTANDER,68444.0,38.2,62.35,19.49,58.44,35.46,6.8,16.43,68.33,6148.0,0.5271812096276514,45.04240169866549,54.95759830133451,1,50.90006081097644,49.09993918902356,1.8
MOGOTES,SANTANDER,68464.0,49.4,51.11,36.88,65.18,41.35,8.77,28.49,67.22,10097.0,0.5310858568994349,45.120494644101164,54.879505355898836,1,50.6740998766318,49.3259001233682,1.35
MOLAGAVITA,SANTANDER,68468.0,51.9,76.93,23.91,21.39,17.74,9.35,29.77,62.31,5033.0,0.6765370388693543,48.029518283499556,51.970481716500444,1,52.5826902365699,47.4173097634301,5.17
OCAMONTE,SANTANDER,68498.0,38.6,77.77,17.02,74.07,18.48,7.52,12.93,67.04,7061.0,0.6080669539127884,46.66011658436824,53.33988341563176,1,52.924311809098434,47.075688190901566,5.85
OIBA,SANTANDER,68500.0,31.8,45.91,8.78,74.44,45.84,5.44,17.92,67.23,10857.0,0.40826703302422096,42.664118166596886,57.335881833403114,0,48.94567789816729,51.05432210183271,-2.11
ONZAGA,SANTANDER,68502.0,55.1,60.32,24.04,32.23,30.98,6.96,33.29,59.92,5191.0,0.6092716611100304,46.684210728313076,53.315789271686924,1,51.08761815829909,48.91238184170091,2.18
PALMAR,SANTANDER,68522.0,32.5,55.95,0.0,100.0,44.17,6.16,18.37,62.9,1698.0,0.46333653025118887,43.76550811113624,56.23449188886376,0,50.30700125078677,49.69299874921323,0.61
PALMAS DEL SOCORRO,SANTANDER,68524.0,27.3,59.63,0.0,78.78,31.64,9.66,13.06,59.93,2784.0,0.453671400323727,43.572205512587004,56.427794487412996,0,49.970344656327704,50.029655343672296,-0.06
PARAMO,SANTANDER,68533.0,31.5,62.88,0.0,75.66,29.61,6.12,11.79,65.05,6388.0,0.4932340405192587,44.36345831649764,55.63654168350236,1,50.73094098538169,49.26905901461831,1.46
PIEDECUESTA,SANTANDER,68547.0,16.2,17.29,12.34,88.49,81.02,3.97,11.8,75.88,205590.0,0.1768627425579527,38.03603235727152,61.96396764272848,0,45.17040381083478,54.82959618916522,-9.66
PINCHOTE,SANTANDER,68549.0,23.8,69.63,72.91,86.73,34.27,5.82,7.0,75.26,6975.0,0.48556082344682394,44.209993975048945,55.790006024951055,1,51.379112130890675,48.620887869109325,2.76
PUENTE NACIONAL,SANTANDER,68572.0,26.4,51.09,13.22,76.08,39.63,3.03,9.73,81.91,14638.0,0.4051632159087686,42.60204182428784,57.39795817571216,1,49.81919601880573,50.18080398119427,-0.36
