MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,factor_izq,pct_cepeda_v1,pct_oposicion_v1,gana_cepeda_pred,pct_cepeda_v2_pred,pct_oposicion_v2_pred,margen_pred
SOTAQUIRA,BOYACA,15763.0,35.4,81.88,11.88,90.76,17.99,7.1,19.19,75.65,6401.0,0.6115372923743682,46.72952335359983,53.27047664640017,1,53.82136889195074,46.17863110804926,7.64
SUSACON,BOYACA,15774.0,37.1,68.89,36.5,71.1,21.97,7.77,16.5,56.79,2494.0,0.5545412687177717,45.5896028804679,54.4103971195321,1,51.34740709011105,48.65259290988895,2.69
SUTAMARCHAN,BOYACA,15776.0,31.1,52.08,0.0,55.22,33.92,5.81,14.0,72.35,5945.0,0.43592694275856786,43.21731636128383,56.78268363871617,1,49.54074550820323,50.45925449179677,-0.92
SUTATENZA,BOYACA,15778.0,47.4,74.59,0.0,41.79,19.0,6.83,12.9,67.33,3463.0,0.6399775396791185,47.29832829969484,52.70167170030516,1,52.63815776004646,47.36184223995354,5.28
TASCO,BOYACA,15790.0,31.4,63.07,0.0,94.31,35.53,6.34,12.49,63.41,5454.0,0.49365667916472444,44.37191108940696,55.62808891059304,0,50.952161381226624,49.047838618773376,1.9
TENZA,BOYACA,15798.0,41.1,61.47,0.0,45.25,31.91,3.82,11.89,62.61,2619.0,0.5385543714650289,45.26986493541305,54.73013506458695,1,50.50290245205173,49.49709754794827,1.01
TIBANA,BOYACA,15804.0,47.0,72.5,10.82,78.24,21.26,7.11,16.18,69.07,7543.0,0.6271228253010959,47.04123401213438,52.95876598786562,1,53.18184060287596,46.81815939712404,6.36
TIBASOSA,BOYACA,15806.0,14.3,58.09,7.46,95.32,54.88,2.82,9.35,84.24,13146.0,0.3746958777404506,41.99269506092148,58.00730493907852,1,49.85405936910133,50.14594063089867,-0.29
TINJACA,BOYACA,15808.0,35.2,67.84,29.44,53.66,23.76,3.85,14.19,59.11,3803.0,0.538788612331422,45.27454975274091,54.72545024725909,1,50.76369375831857,49.23630624168143,1.53
TIPACOQUE,BOYACA,15810.0,41.6,62.71,0.0,31.83,26.63,13.55,26.54,59.69,2435.0,0.547618069122665,45.451138888565765,54.548861111434235,1,50.52551217828122,49.47448782171878,1.05
TOCA,BOYACA,15814.0,30.2,42.13,11.1,90.26,48.09,7.37,12.42,69.84,8428.0,0.38022267791082387,42.103231064328945,57.896768935671055,0,48.92133073849071,51.07866926150929,-2.16
TOGUI,BOYACA,15816.0,50.0,78.27,0.0,68.16,16.1,7.25,28.14,62.45,3920.0,0.6729819939967332,47.95841738604713,52.04158261395287,1,53.512275079669195,46.487724920330805,7.02
TOPAGA,BOYACA,15820.0,28.7,61.54,26.85,72.94,47.59,12.98,11.66,65.12,3367.0,0.4710779256544617,43.9203360192017,56.0796639807983,0,50.20350680997964,49.79649319002036,0.41
TOTA,BOYACA,15822.0,47.9,75.16,0.0,83.97,18.61,7.54,18.59,66.71,4123.0,0.6456218232303954,47.411213970720375,52.588786029279625,1,53.559698533202074,46.440301466797926,7.12
TUNUNGUA,BOYACA,15832.0,42.1,75.36,63.01,73.33,15.15,10.76,21.88,74.07,1315.0,0.6149138786512819,46.797055079138104,53.202944920861896,1,53.352177096744555,46.647822903255445,6.7
TURMEQUE,BOYACA,15835.0,45.1,57.15,16.13,91.1,34.59,6.98,14.19,65.14,4002.0,0.5383886439581267,45.266550385275,54.733449614725,1,51.44255483246734,48.55744516753266,2.89
TUTA,BOYACA,15837.0,32.8,61.79,0.0,91.17,29.39,4.39,14.62,79.82,6843.0,0.49478271046667477,44.39443171544596,55.60556828455404,1,51.7075860703017,48.2924139296983,3.42
TUTAZA,BOYACA,15839.0,36.4,84.76,49.04,73.55,17.24,16.57,15.94,67.86,1568.0,0.6317061289471679,47.13290008505582,52.86709991494418,1,53.64226067924744,46.35773932075256,7.28
UMBITA,BOYACA,15842.0,49.4,78.54,13.07,79.22,13.88,10.38,10.11,71.37,6794.0,0.6710776911344047,47.920331328800565,52.079668671199435,1,54.25294267495319,45.74705732504681,8.51
VENTAQUEMADA,BOYACA,15861.0,25.7,76.85,12.26,93.45,26.87,5.76,6.41,75.42,17322.0,0.5328027112305401,45.154831730723274,54.845168269276726,1,52.510731367457026,47.489268632542974,5.02
VIRACACHA,BOYACA,15879.0,45.1,77.68,0.0,86.05,16.63,6.05,14.38,61.44,2567.0,0.6431656165007419,47.3620898361273,52.6379101638727,1,53.380381813536204,46.619618186463796,6.76
ZETAQUIRA,BOYACA,15897.0,50.7,65.45,0.0,62.13,22.7,6.9,23.74,79.42,4275.0,0.6113831233559865,46.726439973232196,53.273560026767804,1,52.93737894909352,47.06262105090648,5.87
MANIZALES,CALDAS,17001.0,13.9,3.76,7.71,96.29,93.98,5.74,12.83,76.35,507551.0,0.09522893512929538,36.403356208698376,63.596643791301624,0,43.692728205662995,56.307271794337005,-12.61
AGUADAS,CALDAS,17013.0,30.0,40.47,12.79,78.77,58.76,8.36,13.45,69.61,17753.0,0.3706566047883635,41.911909601879735,58.088090398120265,0,48.36608634686545,51.63391365313455,-3.27
ANSERMA,CALDAS,17042.0,32.5,34.82,10.71,72.69,65.35,8.64,13.37,69.92,33633.0,0.355497395822282,41.60872542255811,58.39127457744189,0,47.8151176308897,52.1848823691103,-4.37
ARANZAZU,CALDAS,17050.0,32.1,26.43,27.93,88.0,71.33,6.16,16.26,67.47,9770.0,0.3104899816381963,40.70857713887639,59.29142286112361,0,47.01687814749603,52.98312185250397,-5.97
BELALCAZAR,CALDAS,17088.0,41.2,46.56,18.46,70.56,54.44,8.92,24.16,68.51,8935.0,0.4630066945425396,43.75891139696326,56.24108860303674,1,49.62698028698926,50.37301971301074,-0.75
CHINCHINA,CALDAS,17174.0,21.8,8.71,24.44,96.2,93.69,7.05,14.74,72.31,43208.0,0.16370840088813862,37.772945523875244,62.227054476124756,0,44.642781143776986,55.357218856223014,-10.71
FILADELFIA,CALDAS,17272.0,36.2,56.2,8.62,78.55,64.73,5.28,13.63,67.09,8066.0,0.48485313125596213,44.19584013123171,55.80415986876829,0,50.05062660688397,49.94937339311603,0.1
LA DORADA,CALDAS,17380.0,26.8,9.58,26.55,94.24,87.78,11.24,23.51,62.9,63960.0,0.19550083321625944,38.40879417043766,61.59120582956234,0,44.7726571920131,55.2273428079869,-10.45
LA MERCED,CALDAS,17388.0,34.5,53.35,16.71,75.46,54.96,6.6,15.23,69.05,4165.0,0.4610080811144572,43.71893912840161,56.28106087159839,1,49.85091548251093,50.14908451748907,-0.3
MANZANARES,CALDAS,17433.0,37.5,33.04,27.62,66.0,54.5,17.95,16.13,66.83,16456.0,0.3737652798192811,41.97408310249809,58.02591689750191,0,48.086870466858706,51.913129533141294,-3.83
MARMATO,CALDAS,17442.0,37.6,80.14,64.31,71.89,54.79,13.14,14.79,68.55,8117.0,0.6146920338450412,46.79261818301329,53.20738181698671,1,52.64476332134673,47.35523667865327,5.29
MARQUETALIA,CALDAS,17444.0,40.7,41.76,7.28,64.79,48.13,9.68,15.3,62.41,12007.0,0.43577416969290605,43.21426089997059,56.78573910002941,0,48.85227980319023,51.14772019680977,-2.3
MARULANDA,CALDAS,17446.0,34.6,58.75,38.97,70.19,60.84,3.4,10.04,63.97,2320.0,0.4891145840429426,44.28106918697132,55.71893081302868,1,49.85219973755662,50.14780026244338,-0.3
NEIRA,CALDAS,17486.0,31.3,34.78,13.96,86.58,73.83,6.53,18.04,72.02,19243.0,0.34872870027420977,41.47335151159666,58.52664848840334,0,47.92278995604306,52.07721004395694,-4.15
NORCASIA,CALDAS,17495.0,41.4,24.92,32.08,78.93,67.42,10.35,33.02,67.86,5573.0,0.3536588144140047,41.57195379439256,58.42804620560744,0,47.53384743586939,52.46615256413061,-4.93
PACORA,CALDAS,17513.0,33.3,41.76,12.83,83.39,58.45,11.01,15.42,69.07,13593.0,0.39529276925526924,42.40463289121785,57.59536710878215,0,48.863059303662325,51.136940696337675,-2.27
PALESTINA,CALDAS,17524.0,30.1,57.65,50.14,87.37,76.52,8.59,9.6,73.08,13819.0,0.4588835527510431,43.67644856113333,56.32355143886667,0,50.0632570203331,49.9367429796669,0.13
PENSILVANIA,CALDAS,17541.0,37.3,50.24,44.77,64.66,54.66,5.81,13.71,66.2,17877.0,0.4604531619892572,43.70784074589761,56.29215925410239,1,49.37315245506097,50.62684754493903,-1.25
RIOSUCIO,CALDAS,17614.0,29.3,54.53,9.46,80.27,69.32,5.77,14.29,74.16,45301.0,0.43858394332744655,43.2704563726614,56.7295436273386,0,49.686485463995126,50.313514536004874,-0.63
RISARALDA,CALDAS,17616.0,39.4,49.2,37.2,59.7,49.08,6.38,14.74,69.07,9568.0,0.46663337970874397,43.83144510028735,56.16855489971265,1,49.5717310661969,50.4282689338031,-0.86
SALAMINA,CALDAS,17653.0,28.7,32.79,10.14,82.24,69.04,9.65,11.38,68.17,15931.0,0.32434933526965004,40.98576421150547,59.01423578849453,0,47.41736737017604,52.58263262982396,-5.17
SAMANA,CALDAS,17662.0,39.9,59.64,4.92,60.51,43.05,7.2,16.23,67.36,18129.0,0.5226502262895196,44.95178203190286,55.04821796809714,1,50.67016648564544,49.32983351435456,1.34
SAN JOSE,CALDAS,17665.0,39.9,63.59,20.17,60.67,32.24,3.74,17.23,69.8,4254.0,0.5428094587076069,45.3549666802646,54.6450333197354,1,51.24025242329812,48.75974757670188,2.48
SUPIA,CALDAS,17777.0,31.3,43.15,13.39,84.37,55.29,6.66,15.35,70.59,32444.0,0.3914458585879793,42.32769467787205,57.67230532212795,0,48.88751617129404,51.11248382870596,-2.22
VICTORIA,CALDAS,17867.0,34.9,47.7,28.48,84.68,59.23,10.36,16.6,70.2,10635.0,0.43436090715931663,43.1859956492988,56.8140043507012,0,49.588729977462805,50.411270022537195,-0.82
VILLAMARIA,CALDAS,17873.0,17.0,8.45,4.37,93.61,87.55,5.93,13.07,78.61,78341.0,0.13612325838146763,37.22124267374182,62.77875732625818,0,44.59145452492831,55.40854547507169,-10.82
VITERBO,CALDAS,17877.0,26.0,11.55,30.59,93.11,87.46,7.32,16.87,69.98,10884.0,0.20117856379470428,38.52234878200655,61.47765121799345,0,45.148895529312014,54.851104470687986,-9.7
POPAYAN,CAUCA,19001.0,18.4,19.89,23.28,96.12,84.9,6.7,19.68,77.69,385036.0,0.20216712167280254,38.54211993956852,61.45788006043148,0,45.78037706222068,54.21962293777932,-8.44
ALMAGUER,CAUCA,19022.0,62.9,95.25,32.49,12.84,8.56,20.83,33.89,58.28,17250.0,0.8302101031687232,51.10297956948693,48.89702043051307,1,55.15923304086888,44.84076695913112,10.32
ARGELIA,CAUCA,19050.0,50.1,91.74,144.37,50.17,32.53,17.53,24.11,70.7,29772.0,0.7422745742958423,49.34426899202931,50.65573100797069,1,54.69828405054095,45.30171594945905,9.4
BALBOA,CAUCA,19075.0,47.1,76.78,87.24,46.56,28.98,27.6,17.27,69.85,24241.0,0.6495132927085034,47.48904336028254,52.51095663971746,1,53.265756364886876,46.734243635113124,6.53
BOLIVAR,CAUCA,13000.0,38.04,27.2,20.11,78.7,50.92,21.69,41.4,73.75,2299543.0,0.3469142855994187,41.437063218100846,58.562936781899154,0,47.938497343477664,52.061502656522336,-4.12
BUENOS AIRES,CAUCA,19110.0,42.5,97.97,141.24,51.98,16.54,11.43,15.08,60.81,33741.0,0.7324945295404814,49.148668096922094,50.851331903077906,1,54.40093691849576,45.59906308150424,8.8
CAJIBIO,CAUCA,19130.0,56.9,96.59,29.87,34.61,8.04,7.25,23.87,69.48,54801.0,0.8042261742698441,50.58330099150935,49.41669900849065,1,55.531232023745346,44.468767976254654,11.06
CALDONO,CAUCA,19137.0,56.0,96.65,75.39,79.43,9.55,16.35,22.59,58.23,51834.0,0.7996089768917337,50.49095704394714,49.50904295605286,1,55.965774368781325,44.034225631218675,11.93
CALOTO,CAUCA,19142.0,37.4,84.88,94.47,54.0,27.51,7.9,26.3,68.23,30357.0,0.6377890208430259,47.254557922972985,52.745442077027015,1,52.958099909193415,47.041900090806585,5.92
CORINTO,CAUCA,19212.0,33.7,53.89,116.07,57.59,56.43,12.15,27.68,67.85,27791.0,0.45938765919724006,43.68653069005727,56.31346930994273,1,49.425666548021645,50.574333451978355,-1.15
EL TAMBO,CAUCA,19256.0,46.0,96.19,97.02,62.07,8.12,14.54,23.64,63.02,63714.0,0.7425567242595811,49.34991199130409,50.65008800869591,1,55.018624027222394,44.981375972777606,10.04
FLORENCIA,CAUCA,18001.0,29.6,14.4,18.11,90.7,82.59,13.24,26.39,69.22,207925.0,0.23541748702154836,39.207127246543436,60.792872753456564,0,45.778306346602996,54.221693653397004,-8.44
GUAPI,CAUCA,19318.0,68.9,51.73,71.08,19.15,10.33,83.56,53.31,67.78,32141.0,0.6409240514612945,47.31725853533836,52.68274146466164,1,53.336070225180016,46.663929774819984,6.67
GUACHENE,CAUCA,19300.0,20.2,70.03,98.33,88.39,32.17,3.65,5.4,76.23,19874.0,0.4679086104373933,43.856949714860335,56.143050285139665,1,51.19024984771083,48.80975015228917,2.38
INZA,CAUCA,19355.0,59.0,97.39,13.37,24.64,21.8,10.06,18.38,63.14,26467.0,0.8197970217739587,50.894717941591644,49.105282058408356,1,55.14034345827064,44.85965654172936,10.28
JAMBALO,CAUCA,19364.0,46.5,91.78,15.9,68.72,20.99,9.21,14.85,60.07,20839.0,0.7227850641546367,48.954478789205204,51.045521210794796,1,54.4032055300004,45.5967944699996,8.81
LA SIERRA,CAUCA,19392.0,53.6,85.83,36.95,40.12,12.93,34.69,19.59,60.61,12288.0,0.7312588880309674,49.12395526673181,50.87604473326819,1,54.47622615001365,45.52377384998635,8.95
LA VEGA,CAUCA,19397.0,56.7,97.58,7.99,39.65,18.85,23.94,15.13,60.84,22888.0,0.8081846494785055,50.66247049568258,49.33752950431742,1,55.53312491961693,44.46687508038307,11.07
LOPEZ (MICAY),CAUCA,19418.0,81.2,91.89,15.59,11.62,10.9,62.41,40.19,69.66,21174.0,0.9131714057958618,52.762205622029704,47.237794377970296,1,57.61166225901718,42.38833774098282,15.22
MERCADERES,CAUCA,19450.0,46.6,76.69,85.23,66.75,28.73,29.35,22.86,58.69,34678.0,0.6463187386662599,47.42515227943767,52.57484772056233,1,53.123473989801454,46.876526010198546,6.25
MIRANDA,CAUCA,19455.0,21.6,45.5,110.42,84.82,76.48,6.8,12.97,72.45,31849.0,0.3503758686455395,41.50629487902326,58.49370512097674,1,48.093434216466235,51.906565783533765,-3.81
MORALES,CAUCA,13473.0,57.6,70.93,16.71,47.34,35.02,41.0,66.29,60.49,27653.0,0.6770970392624545,48.04071829136156,51.95928170863844,1,53.268862008190766,46.731137991809234,6.54
PADILLA,CAUCA,19513.0,22.0,58.22,98.5,93.81,64.93,8.9,7.6,64.46,10564.0,0.4174818844423638,42.84841519495974,57.15158480504026,0,49.36779650402401,50.63220349597599,-1.26
PAEZ (BELALCAZAR),CAUCA,15514.0,36.5,48.11,0.0,50.47,46.62,6.42,18.4,82.33,3097.0,0.4452061196780419,43.40289989967331,56.59710010032669,1,49.770754633693585,50.229245366306415,-0.46
PATIA (EL BORDO),CAUCA,19532.0,44.1,65.91,105.0,51.61,42.51,15.21,23.39,69.67,41656.0,0.5776257479793864,46.05129246570019,53.94870753429981,1,51.60147820237333,48.39852179762667,3.2
PIAMONTE,CAUCA,19533.0,44.0,78.89,127.54,70.99,30.43,11.51,24.36,61.97,11466.0,0.643323470834304,47.36524692279855,52.63475307720145,1,52.931352270188846,47.068647729811154,5.86
PIENDAMO,CAUCA,19548.0,30.7,68.66,18.82,93.32,40.0,11.39,13.97,68.11,42317.0,0.518356499075656,44.865907487625584,55.134092512374416,0,51.65998230170341,48.34001769829659,3.32
PUERTO TEJADA,CAUCA,19573.0,16.6,16.14,129.53,96.97,94.05,7.97,7.12,73.84,42540.0,0.17318178275000007,37.962413161112465,62.037586838887535,0,44.985095616671735,55.014904383328265,-10.03
PURACE (COCONUCO),CAUCA,19585.0,39.5,92.44,5.6,24.04,22.45,14.94,20.18,65.1,18219.0,0.6878602255993607,48.25598201809968,51.74401798190032,1,53.39826426929109,46.60173573070891,6.8
ROSAS,CAUCA,19622.0,43.2,92.47,59.71,46.37,14.4,14.55,18.38,59.96,13059.0,0.7082540339124936,48.66385818436234,51.33614181563766,1,53.945028970449954,46.054971029550046,7.89
SAN SEBASTIAN,CAUCA,19693.0,46.4,95.95,17.94,59.39,22.81,21.09,13.46,58.96,10123.0,0.7435200433125042,49.369178372362555,50.630821627637445,1,54.78736846699246,45.21263153300754,9.57
SANTANDER DE QUILICHAO,CAUCA,19698.0,23.8,55.8,128.01,82.66,54.4,7.51,16.44,70.28,161415.0,0.4149779919677997,42.79833734546846,57.20166265453154,1,49.398105599205,50.601894400795,-1.2
SANTA ROSA,CAUCA,13683.0,54.3,10.49,47.86,32.99,1.06,72.67,47.1,67.83,23416.0,0.3505827488386231,41.51043248288493,58.48956751711507,1,48.52291368774842,51.47708631225158,-2.95
SILVIA,CAUCA,19743.0,43.8,91.1,10.34,34.61,19.35,6.23,14.31,60.07,42713.0,0.7045443733166206,48.58966497244488,51.41033502755512,1,53.41514347513126,46.58485652486874,6.83
SOTARA (PAISPAMBA),CAUCA,19760.0,32.3,97.78,13.85,47.44,11.84,18.13,17.66,58.41,15832.0,0.6757261578534401,48.01330066318127,51.98669933681873,1,53.739989523148495,46.260010476851505,7.48
SUCRE,CAUCA,19785.0,75.5,84.98,30.53,23.1,19.66,58.99,29.48,63.89,9736.0,0.8467238888160512,51.43325528243349,48.56674471756651,1,56.274875485133975,43.725124514866025,12.55
SUAREZ,CAUCA,19780.0,44.1,84.11,84.71,40.04,27.32,22.63,30.58,64.2,43726.0,0.6705113251969019,47.90900401005051,52.09099598994949,1,53.23891466427488,46.76108533572512,6.48
TIMBIO,CAUCA,19807.0,35.7,61.69,35.25,93.07,39.53,12.36,19.66,63.78,45128.0,0.5101366827562316,44.7015111612371,55.2984888387629,0,51.16363014627515,48.83636985372485,2.33
TIMBIQUI,CAUCA,19809.0,72.4,78.53,33.29,18.25,15.55,77.17,58.85,62.0,36457.0,0.7968472240307565,50.4357219867276,49.5642780132724,1,55.66293949587907,44.33706050412093,11.33
TORIBIO,CAUCA,19821.0,45.1,95.29,40.23,67.54,20.15,10.2,22.47,72.03,48061.0,0.7330400678634039,49.159578863380545,50.840421136619455,1,55.18637930910559,44.81362069089441,10.37
TOTORO,CAUCA,19824.0,55.1,96.63,15.49,12.35,11.01,32.27,22.92,54.42,29411.0,0.7945834912621177,50.39044733135482,49.60955266864518,1,54.75131673064987,45.24868326935013,9.5
VILLA RICA,CAUCA,19845.0,22.7,34.15,119.96,49.76,71.58,12.78,6.56,80.47,25638.0,0.2984674784336472,40.468127074785414,59.531872925214586,1,46.9814931239325,53.0185068760675,-6.04
VALLEDUPAR,CESAR,20001.0,30.5,12.49,26.08,88.84,81.7,13.83,45.35,75.44,813654.0,0.23059301858359266,39.11063787778432,60.88936212221568,0,45.8361621920452,54.1638378079548,-8.33
AGUACHICA,CESAR,20011.0,37.0,13.39,39.06,91.13,80.08,15.8,38.51,72.41,170469.0,0.2707442482839274,39.913662471791014,60.086337528208986,0,46.464911932751185,53.535088067248815,-7.07
AGUSTIN CODAZZI,CESAR,20013.0,44.5,22.31,25.38,79.42,71.85,27.27,33.62,71.7,68954.0,0.35729683471629436,41.64471420043836,58.35528579956164,0,48.01167961027234,51.98832038972766,-3.98
ASTREA,CESAR,20032.0,52.8,47.3,13.75,74.22,58.01,36.65,36.22,60.03,21316.0,0.530240691284721,45.10359133180689,54.89640866819311,0,50.77263217129918,49.22736782870082,1.55
BECERRIL,CESAR,20045.0,48.6,26.06,20.71,80.0,62.08,25.98,66.99,67.9,34847.0,0.3988642305318758,42.476062116749986,57.523937883250014,0,48.59473460010912,51.40526539989088,-2.81
BOSCONIA,CESAR,20060.0,43.8,6.7,49.02,85.88,78.11,30.72,44.52,72.23,59481.0,0.2738002679782517,39.974782865677504,60.025217134322496,0,46.578962107987536,53.421037892012464,-6.84
CURUMANI,CESAR,20228.0,45.8,30.02,29.21,83.02,73.46,26.97,31.74,71.12,54299.0,0.40375721232932243,42.573921752698915,57.426078247301085,0,48.85790842306149,51.14209157693851,-2.28
CHIMICHAGUA,CESAR,20175.0,52.5,61.06,2.67,74.07,39.0,30.1,29.06,70.78,36405.0,0.598825132688098,46.47528015987443,53.52471984012557,1,52.72985051743066,47.27014948256934,5.46
CHIRIGUANA,CESAR,20178.0,41.3,41.27,58.66,83.05,70.28,28.52,20.55,70.57,37590.0,0.4365556798635942,43.229891103384354,56.770108896615646,0,49.63857910378633,50.36142089621367,-0.72
EL COPEY,CESAR,20238.0,48.2,25.24,67.12,87.89,73.52,24.65,35.07,72.64,38876.0,0.392491092146504,42.34859934904255,57.65140065095745,0,48.66700546496756,51.33299453503244,-2.67
EL PASO,CESAR,20250.0,40.7,82.93,59.07,86.41,72.77,30.83,20.65,72.81,52948.0,0.6458895111239564,47.416567728591595,52.583432271408405,1,53.74933099859196,46.25066900140804,7.5
GAMARRA,CESAR,20295.0,48.6,35.1,18.26,90.21,46.69,24.26,20.33,65.77,14403.0,0.44500080295200445,43.39879356515256,56.60120643484744,0,49.80389935794511,50.19610064205489,-0.39
GONZALEZ,CESAR,20310.0,56.6,69.85,84.55,56.38,32.08,13.16,24.55,54.87,5377.0,0.6661146883485298,47.821071273083064,52.178928726916936,1,52.42541616078551,47.57458383921449,4.85
LA GLORIA,CESAR,20383.0,44.4,65.62,10.47,82.72,58.02,20.42,26.16,72.62,20527.0,0.5777868409232586,46.05451432457764,53.94548567542236,1,52.32489764523378,47.67510235476622,4.65
LA JAGUA DE IBIRICO,CESAR,20400.0,32.6,23.11,20.84,85.75,78.69,16.89,34.73,69.49,70435.0,0.29628124896001523,40.424402485312775,59.575597514687225,0,46.89312593603877,53.10687406396123,-6.21
MANAURE BALCON DEL CESAR (MANA,CESAR,20443.0,41.2,17.42,36.17,82.53,59.03,23.98,51.06,62.29,13544.0,0.3142876989316383,40.78453148474524,59.21546851525476,0,47.00811956151797,52.99188043848203,-5.98
PAILITAS,CESAR,20517.0,46.1,25.67,24.5,76.51,69.58,22.03,36.69,63.06,22491.0,0.38319767650928727,42.16273103629821,57.83726896370179,0,47.90064671614514,52.09935328385486,-4.2
PELAYA,CESAR,20550.0,51.0,31.27,25.99,80.07,67.35,24.77,31.3,70.25,28268.0,0.4385831057558146,43.27043962122876,56.72956037877124,0,49.3140922066682,50.6859077933318,-1.37
PUEBLO BELLO,CESAR,20570.0,74.9,68.86,6.56,43.0,35.04,26.48,86.42,61.27,42771.0,0.7611715304265205,49.72220811464288,50.27779188535712,1,53.980579319788845,46.019420680211155,7.96
RIO DE ORO,CESAR,20614.0,48.3,53.27,10.85,65.87,53.71,13.78,28.13,73.8,21949.0,0.5360921342196255,45.22062019050498,54.77937980949502,1,51.0747597660479,48.9252402339521,2.15
SAN ALBERTO,CESAR,20710.0,31.9,19.79,23.75,87.81,79.21,10.43,25.3,73.79,38598.0,0.2755079648595146,40.00893680330276,59.99106319669724,0,46.63552857843569,53.36447142156431,-6.73
LA PAZ,CESAR,20621.0,41.7,29.89,26.1,70.61,67.44,24.71,37.73,68.25,39122.0,0.3806648598943677,42.112074703999824,57.887925296000176,0,48.19150943004208,51.80849056995792,-3.62
SAN DIEGO,CESAR,20750.0,40.7,46.28,23.59,79.7,65.87,16.75,28.46,62.05,31003.0,0.45884245590297035,43.675626624171876,56.324373375828124,0,49.42441534097668,50.57558465902332,-1.15
SAN MARTIN,CESAR,20770.0,41.7,44.93,16.78,84.99,72.04,19.86,28.6,78.53,43513.0,0.45742305117741355,43.64723852966074,56.35276147033926,1,50.24933915099067,49.75066084900933,0.5
TAMALAMEQUE,CESAR,20787.0,47.5,60.61,29.82,77.19,50.68,30.0,22.45,70.84,16058.0,0.5691762136803813,45.882301779720095,54.117698220279905,1,52.18984609983158,47.81015390016842,4.38
MONTERIA,CORDOBA,23001.0,27.1,21.76,21.64,88.43,67.77,12.55,45.93,74.05,725608.0,0.25930385736356126,39.684854653383695,60.315145346616305,0,46.58591717007543,53.41408282992457,-6.83
AYAPEL,CORDOBA,23068.0,62.4,41.17,4.17,24.41,24.6,35.43,67.52,72.7,50952.0,0.551472015391663,45.52821781394573,54.47178218605427,1,50.95887830217669,49.04112169782331,1.92
BUENAVISTA,CORDOBA,15109.0,44.9,73.82,0.0,50.8,17.42,5.69,16.37,61.21,4026.0,0.6223716164618784,46.94620983535004,53.05379016464996,1,52.25887372601887,47.74112627398113,4.52
CANALETE,CORDOBA,23090.0,68.2,75.11,6.48,46.36,20.14,40.52,87.54,63.59,17335.0,0.7564169713007756,49.627116932127976,50.372883067872024,1,54.786789037359355,45.213210962640645,9.57
CERETE,CORDOBA,23162.0,34.4,44.19,39.08,87.08,30.02,21.92,28.58,72.89,145960.0,0.41371203036521026,42.773018113416676,57.226981886583324,1,50.04096417005517,49.95903582994483,0.08
CIENAGA DE ORO,CORDOBA,23189.0,52.3,63.36,29.3,66.44,26.04,28.65,42.06,76.17,63054.0,0.6094693280151628,46.68816406641572,53.31183593358428,1,53.16147690525659,46.83852309474341,6.32
COTORRA (BONGO),CORDOBA,23300.0,39.7,68.71,10.08,85.08,2.89,31.58,19.7,49.01,25421.0,0.567845814900243,45.85569380411733,54.14430619588267,0,52.25133271786095,47.74866728213905,4.5
CHIMA,CORDOBA,23168.0,57.8,80.91,49.52,31.13,20.4,45.31,34.95,64.34,21382.0,0.7291250905414933,49.081279316942336,50.918720683057664,1,54.41364620477732,45.58635379522268,8.83
CHINU,CORDOBA,23182.0,45.3,57.59,36.42,87.17,48.29,22.64,27.04,72.31,56235.0,0.5417283212451273,45.333343931015015,54.666656068984985,1,51.86634082122173,48.13365917877827,3.73
LA APARTADA (FRONTERA),CORDOBA,23350.0,52.6,23.98,38.85,61.83,51.94,31.77,24.57,71.55,18385.0,0.41013057406712944,42.701388987455054,57.298611012544946,1,48.81662755846375,51.18337244153625,-2.37
LORICA,CORDOBA,23417.0,41.1,51.31,20.48,69.37,33.71,27.47,38.79,70.09,118644.0,0.48670176352382244,44.232812776588915,55.767187223411085,1,50.80603069592211,49.19396930407789,1.61
LOS CORDOBAS,CORDOBA,23419.0,60.5,80.54,5.1,26.25,13.94,51.38,76.33,66.54,17570.0,0.742006998078499,49.33891746768245,50.66108253231755,1,54.811843357194164,45.188156642805836,9.62
MOMIL,CORDOBA,23464.0,42.1,39.63,24.48,75.42,43.87,31.35,15.85,68.3,25403.0,0.4325621383226098,43.15002027256467,56.84997972743533,0,49.77102237358483,50.22897762641517,-0.46
MONTELIBANO,CORDOBA,23466.0,41.1,25.71,28.67,63.06,61.98,15.77,65.05,59.78,92015.0,0.3560495230420423,41.61976796695331,58.38023203304669,0,47.03633438009169,52.96366561990831,-5.93
MOÑITOS,CORDOBA,23500.0,65.4,78.57,3.22,51.15,4.71,43.73,75.65,69.43,35967.0,0.7587581515263123,49.67394053663871,50.32605946336129,1,55.596939086775514,44.403060913224486,11.19
PLANETA RICA,CORDOBA,23555.0,43.0,36.18,39.55,64.36,60.74,23.46,52.42,71.53,62797.0,0.419878121043172,42.896339926975905,57.103660073024095,1,48.962495853707054,51.037504146292946,-2.08
PUEBLO NUEVO,CORDOBA,23570.0,52.9,72.04,16.2,85.62,29.27,26.89,50.02,69.44,38820.0,0.6570508790146763,47.639795086406,52.360204913594,1,54.013211773551376,45.986788226448624,8.03
